timezone,latitude,pricetag,company,date_time,language_code,date,longitude,iso8601,file_name,mac_address,random_number,hostname,country,bank_country,time,language_name
Africa/Mbabane,6.687577,"822,36 €",Meyer,2007-05-13 03:13:27,xh,1982-06-13,-154.964800,1998-11-12T21:10:36,dunkel.flac,a0:42:64:8a:3f:5a,454,lt-87.rose.org,Nauru,DE,01:01:25,Chamorro
Africa/Kampala,21.7984655,"526,52 €",Kruschwitz Heinz AG,1986-04-28 04:55:50,ky,1994-09-20,-141.350458,2021-02-10T21:57:28,lassen.mp3,84:a0:c0:90:9c:c2,900,lt-96.maelzer.de,Marshallinseln,DE,00:59:07,Burmese
Asia/Saigon,-74.6033005,"70.968,93 €",Jähn e.G.,2012-12-29 17:29:50,cv,2013-12-01,8.577881,2006-04-18T18:24:10,aber.webm,9f:15:83:e3:03:b5,70,web-61.seidel.org,Eritrea,DE,11:17:27,Spanish
America/Guyana,70.473002,"4.599,70 €",Reuter GbR,2018-08-11 22:40:30,ff,1992-12-24,-60.020254,2006-05-14T07:50:15,gut.jpeg,72:2d:3a:e5:77:1a,388,laptop-95.peukert.com,Burundi,DE,02:04:50,Kanuri
Europe/Vaduz,27.777803,"77,67 €",Hettner e.G.,1982-08-22 13:02:45,ca,1984-10-11,-42.599865,1998-11-02T08:35:41,schwimmen.wav,81:ec:e0:31:3f:f9,21874,web-35.hauffer.com,Philippinen,DE,08:04:51,Catalan
Europe/Vilnius,-10.5131865,"4.464,87 €",Hellwig AG & Co. OHG,2020-08-09 16:09:56,ga,1987-04-20,107.674834,2011-11-12T18:31:28,weinen.webm,6a:9a:ed:81:aa:c2,3571522,laptop-57.juettner.de,Côte d’Ivoire,DE,05:04:36,Albanian
Europe/Sofia,34.3125385,"1,37 €",Heidrich OHG mbH,2021-04-27 11:36:26,ks,2006-06-21,-78.889971,2014-07-24T19:29:13,zwei.mov,78:74:d1:d0:63:f2,2467947,srv-49.schleich.org,Ecuador,DE,03:04:25,Greek
Europe/Zagreb,34.2709645,"9.800,51 €",Baum Stiftung & Co. KG,1982-07-14 22:12:57,mhr,2022-10-28,-165.324864,1981-01-12T23:00:11,Freude.txt,a6:ee:d9:50:0d:88,58892,email-53.heser.de,Kirgisistan,DE,22:16:54,Oriya
Asia/Katmandu,58.433829,"530,92 €",Hiller,2006-12-12 19:51:30,sd,1989-05-12,-33.717438,2016-07-11T22:02:23,Abend.flac,07:29:29:21:d2:4c,8,srv-49.baerer.de,Gibraltar,DE,02:03:37,Chinese
Asia/Jerusalem,59.7463715,"715,62 €",Kitzmann Rörricht GmbH & Co. KG,2014-05-31 18:42:15,mhr,2013-07-15,-67.583122,1988-07-12T09:57:13,bei.avi,14:21:36:01:fc:2a,297,lt-84.poelitz.de,St. Pierre und Miquelon,DE,04:36:42,Ido
Pacific/Tongatapu,35.594437,"14,63 €",Lange,2015-01-11 23:57:55,cs,1971-05-26,71.898054,2014-08-27T10:28:13,vergessen.js,53:b4:ca:bb:3f:5e,67946,email-42.baehr.de,Ruanda,DE,00:13:37,Czech
Africa/Luanda,16.797652,"34.658,92 €",Weiß,2016-11-10 00:04:43,ja,2008-08-15,-164.799574,2013-02-21T00:28:05,glücklich.bmp,2b:b4:df:cf:64:1a,941683016,email-16.harloff.com,Tuvalu,DE,09:39:25,Hindi
Europe/Sarajevo,-57.0427765,"39,21 €",Wähner,2011-10-01 04:48:19,the,2019-10-04,-27.294213,2020-04-12T23:13:03,darin.flac,1b:40:ee:af:aa:d7,544587,desktop-76.eimer.de,Senegal,DE,22:36:48,Tonga
Africa/Nairobi,-18.767331,"80,68 €",Kusch GbR,2005-03-28 21:04:57,ti,2006-01-26,30.227329,2019-03-12T22:26:57,wollen.wav,a4:b7:8d:b0:51:19,56477,web-88.zimmer.de,Neuseeland,DE,05:43:42,Cornish
Europe/Ljubljana,-39.7378325,"2.549,74 €",Vollbrecht KG,1987-04-30 13:30:54,br,1978-03-19,-3.086137,2003-12-10T17:01:54,wollen.xls,e4:9d:12:2c:b6:47,899836,web-90.heintze.com,Marshallinseln,DE,01:09:49,Slovak
America/Port_of_Spain,-45.5248105,"74.576,56 €",Bauer Hölzenbecher AG,2000-08-06 19:54:05,my,2013-05-21,176.298067,2006-03-20T23:21:22,singen.webm,04:cf:06:39:a1:aa,6877,desktop-98.mende.com,Aserbaidschan,DE,23:03:21,Tagalog
Atlantic/Cape_Verde,-21.5924125,"0,05 €",Hövel Ernst GmbH,1982-07-08 23:42:53,tr,2010-10-26,153.205525,1978-05-05T19:33:53,blau.mov,28:dc:c2:f1:39:24,5,desktop-24.ortmann.com,Jersey,DE,04:32:10,Tigrinya
Asia/Katmandu,49.4667785,"7.697,93 €",Textor GbR,2008-03-04 16:01:54,ti,2007-11-29,-163.328217,2023-09-06T19:25:51,fertig.wav,29:f9:8d:a0:ab:04,9,email-00.stadelmann.de,Palau,DE,16:44:10,Walloon
America/St_Vincent,14.161691,"9,79 €",Mangold GbR,1984-01-20 04:21:09,raj,1984-12-10,-103.919496,1997-10-17T09:03:27,leicht.json,e4:72:4b:c7:d9:fb,394282,web-70.rogge.de,Britisches Territorium im Indischen Ozean,DE,04:09:55,Japanese
Africa/Ouagadougou,3.447203,"36,40 €",Dörschner Kallert GmbH,1997-03-21 02:23:33,gd,1986-08-25,0.186021,2002-08-03T10:52:18,Dorf.xls,00:58:47:58:b4:7b,79,email-24.linke.com,Sonderverwaltungszone Hongkong,DE,15:23:53,Bislama
America/Guyana,6.889950,"2.203,27 €",Metz GmbH & Co. KG,2000-03-02 17:41:37,is,1984-05-18,86.232886,2010-04-09T08:19:44,Schule.docx,16:24:c4:54:a5:3f,17355824,web-23.ladeck.com,Dschibuti,DE,03:52:13,Venda
Africa/Malabo,-53.373574,"85.569,76 €",Pohl Vogt Stiftung & Co. KGaA,1978-08-27 13:53:05,hy,1990-04-26,-176.989897,1996-03-20T15:41:05,stark.pptx,a4:1e:47:22:1d:74,42450519,desktop-38.schomber.com,Uruguay,DE,14:11:54,Maori
Asia/Tbilisi,77.6816795,"2,46 €",Kambs Wagenknecht AG & Co. OHG,2003-04-29 14:17:23,af,1982-07-22,-156.014229,1997-03-14T16:36:40,einige.gif,3b:48:18:e7:e9:96,1994919,lt-86.freudenberger.de,Katar,DE,16:32:12,Kashmiri
Africa/Harare,-76.7472825,"4.007,83 €",Kreusel,2022-11-06 13:14:07,si,2018-02-14,-42.413921,1987-08-17T13:49:58,Ferien.mov,f4:26:83:f4:a4:63,2232512,desktop-85.kuhl.de,Turkmenistan,DE,02:13:17,Afrikaans
Africa/Casablanca,82.1804965,"0,95 €",Gehringer Adolph GmbH,2015-03-22 15:33:13,hi,2009-03-11,-78.679486,2009-09-28T23:27:12,wünschen.js,38:08:48:e0:27:f9,527112591,db-19.hethur.com,Belize,DE,20:36:57,Turkish
Africa/Dar_es_Salaam,-35.0590325,"654,22 €",Gute KG,1998-09-12 13:04:27,hsb,2017-09-17,116.494891,2011-01-23T12:45:42,zusammen.html,bf:b8:b0:c1:b6:d9,38234,db-58.ring.com,Mikronesien,DE,00:58:50,Uzbek
Indian/Mahe,2.576248,"15,88 €",Naser,1971-11-10 10:33:34,lv,2003-02-18,-123.394846,1997-12-28T03:28:54,besser.xls,77:b1:eb:61:37:89,35,srv-03.suessebier.com,Iran,DE,10:56:03,Igbo
Asia/Dushanbe,26.1020845,"59.458,76 €",Holsten,2005-10-09 17:38:45,ug,1972-10-07,49.669642,2007-09-24T18:09:48,im.avi,91:62:98:15:a4:62,222767,srv-83.adolph.de,Vereinigtes Königreich,DE,16:07:29,Tatar
Africa/Algiers,-0.185103,"85,22 €",Geisel,1992-06-29 17:57:20,sv,1994-12-27,177.639855,1988-01-01T22:21:20,Junge.mp4,93:78:ec:52:15:6f,486912,web-20.ullmann.com,Indien,DE,06:28:19,Hausa
Africa/Addis_Ababa,-59.2724615,"58.840,67 €",Mosemann Förster e.G.,1974-05-11 21:14:53,mai,2012-03-10,-28.950121,2012-11-22T02:23:20,aus.jpeg,75:c8:f7:5e:e9:6b,803307961,lt-78.segebahn.com,Benin,DE,05:35:36,Kalaallisut
Africa/Dar_es_Salaam,-60.8188475,"36,59 €",Scheibe Börner GmbH,2007-11-02 10:44:31,kk,1979-01-07,108.617746,2021-04-15T07:23:54,dich.flac,5f:e2:7f:ab:ae:f7,99847118,email-16.steckel.net,Georgien,DE,23:52:05,Sichuan Yi
Africa/Dakar,34.2561815,"4,57 €",Schottin Hamann GmbH & Co. OHG,2022-08-23 12:33:32,uk,2003-01-06,-101.925259,2018-01-11T13:18:01,Schuh.avi,e9:85:17:30:cb:b4,413943,db-56.rose.de,Äquatorialguinea,DE,08:19:25,Corsican
Europe/Madrid,64.833576,"2,60 €",Gierschner Faust GbR,2020-03-17 05:38:24,iu,2018-11-10,-138.039344,1971-03-10T09:10:25,Himmel.mp4,51:7a:cd:b8:4a:ea,447445185,web-89.warmer.com,Neuseeland,DE,22:29:52,Aymara
Europe/Paris,47.8684575,"3,51 €",Bien AG,1977-12-29 22:11:46,mr,2011-04-04,-17.940847,2005-10-03T19:39:12,Berg.json,f5:3f:49:f7:b7:b6,340858,laptop-71.segebahn.de,Cookinseln,DE,21:05:33,Korean
Africa/Nouakchott,-48.6035725,"5,70 €",Henck Gumprich AG,1995-08-04 07:31:49,lzh,1971-07-08,64.702187,1998-04-23T20:38:20,nun.webm,69:91:5c:ba:d4:2e,817,desktop-25.hoerle.net,Algerien,DE,12:17:01,Kannada
Africa/Luanda,89.602067,"16.000,55 €",Hövel GmbH & Co. KGaA,1989-07-22 18:43:40,bg,1973-11-28,-36.686526,1980-12-25T11:20:34,geben.csv,c1:4f:1c:a1:0f:91,824,desktop-26.baerer.com,Australien,DE,17:11:53,Rundi
Europe/Amsterdam,47.994507,"89,96 €",Oestrovsky Drewes AG,2011-08-22 00:24:44,ro,2016-03-29,147.533572,1972-02-08T18:13:52,helfen.wav,e7:7e:10:45:aa:b5,926,email-83.wende.net,Libanon,DE,21:25:09,Assamese
Asia/Dhaka,68.8767845,"54,49 €",Oderwald,2009-04-15 06:20:17,wa,1980-08-04,-112.326977,2018-11-25T17:25:38,liegen.css,19:5d:6f:e2:d2:21,4956,laptop-68.hande.de,São Tomé und Príncipe,DE,05:49:23,Irish
Europe/Budapest,48.373927,"18.826,02 €",Briemer Pruschke AG,2016-07-15 10:54:34,nb,1985-03-04,-80.325563,1978-02-21T02:37:07,Schiff.json,6f:c0:cd:81:d1:34,38,email-52.rosemann.com,Vereinigte Staaten,DE,15:31:44,Serbian
Europe/Podgorica,-88.931190,"911,98 €",Austermühle Drubin GmbH & Co. OHG,1997-11-06 04:54:04,sv,2006-05-05,-85.915669,1995-05-24T21:21:37,an.mp3,15:44:45:23:b0:d8,964756,email-08.kroker.de,Tuvalu,DE,21:02:39,Shona
Indian/Mahe,16.187771,"356,58 €",Baum Noack GbR,2009-05-03 17:37:28,ber,2022-11-20,80.830238,1983-07-01T00:33:21,wohnen.mp4,a1:b5:1c:46:d7:11,78857742,laptop-72.bruder.de,Falklandinseln,DE,07:44:17,Portuguese
Africa/Cairo,-1.363041,"28,37 €",Beier,1989-04-17 06:44:32,fo,1990-07-24,47.760606,2009-02-24T19:06:01,über.xlsx,0f:fa:ef:1f:77:b6,5503935,db-75.wende.de,Äußeres Ozeanien,DE,20:38:05,Akan
Africa/Bujumbura,56.824492,"73,68 €",Karge,2011-03-15 13:08:31,ru,1995-05-15,-43.847578,2018-03-28T06:14:07,freuen.json,1f:26:f9:bd:31:d4,7519007,srv-30.seidel.com,Madagaskar,DE,03:55:24,Divehi
Europe/Sarajevo,52.7840655,"4.421,74 €",Tschentscher Matthäi AG & Co. KGaA,2001-03-13 12:04:50,kok,2016-09-26,176.015234,2016-01-04T19:29:35,tragen.docx,41:36:69:ec:7b:ab,201316775,email-28.nerger.de,Nordmazedonien,DE,23:04:22,Western Frisian
Asia/Qatar,-56.8987585,"9.361,26 €",Pieper Lübs OHG mbH,2010-02-07 11:29:28,gl,2014-12-14,-161.220196,1988-09-27T18:21:37,plötzlich.html,9e:10:76:84:9e:d1,25,db-29.van.de,Südafrika,DE,04:06:43,Abkhazian
Africa/Monrovia,46.228411,"9,76 €",Seip,2019-06-22 02:18:07,dz,2018-06-05,151.234058,1983-02-09T23:29:46,acht.json,39:13:c3:62:1d:eb,15648305,web-12.klemm.de,Tansania,DE,03:58:31,Dutch
Atlantic/Cape_Verde,-34.6744775,"8,59 €",Weinhage,1997-04-22 05:43:03,ro,1971-03-30,-78.674689,1993-04-02T23:56:39,dunkel.gif,42:44:26:56:ff:62,19209469,web-63.heuser.com,Kirgisistan,DE,05:38:59,Tibetan
Asia/Kabul,73.3822585,"1,22 €",Gude Beyer KG,1996-10-07 16:03:34,my,1996-06-19,-118.485805,1988-05-04T00:02:36,nennen.tiff,51:bb:68:bc:fb:d8,9723496,email-08.conradi.de,Guinea-Bissau,DE,20:33:28,Kongo
Asia/Baku,55.319617,"9,22 €",Lübs GmbH,1993-04-05 23:40:53,de,2020-09-26,-35.755704,1992-04-25T03:15:26,hier.pages,60:38:0f:21:71:50,30951,web-79.junken.org,Frankreich,DE,07:57:47,Bihari languages
Africa/Conakry,11.5240365,"80,78 €",Hellwig GbR,2006-08-22 03:17:21,ce,1979-08-24,-41.433510,1985-03-22T01:25:58,arbeiten.flac,44:31:3e:87:45:cc,923,srv-47.schmidtke.de,Bouvetinsel,DE,12:55:48,"Sotho, Southern"
Africa/Monrovia,-8.3238815,"34,33 €",Vollbrecht,1978-05-06 11:06:45,ms,2010-10-18,-112.952303,2019-07-21T21:44:34,Apfel.wav,67:78:6a:f3:14:ff,432,laptop-29.weitzel.de,Liberia,DE,02:15:33,Sindhi
Asia/Aqtau,-64.177433,"76.767,03 €",Fischer Flantz AG & Co. KG,1996-11-16 02:28:13,aa,1992-09-03,80.024915,1978-10-16T18:39:11,nehmen.wav,25:e4:4d:da:df:d1,0,email-14.schleich.de,Mongolei,DE,10:21:56,Kuanyama
Asia/Dhaka,-74.100852,"5,22 €",Trub,1999-08-31 19:52:04,ln,1973-12-23,106.028367,2011-07-10T10:19:30,gefährlich.mp3,10:c6:84:c0:82:dc,6,srv-32.rust.org,Philippinen,DE,17:24:29,Panjabi
Europe/Warsaw,79.870564,"71.158,19 €",Striebitz,2009-10-03 19:48:30,ht,1971-09-05,159.686234,2009-10-28T02:04:58,Frau.doc,c3:e5:b9:30:91:91,545,db-45.baerer.de,Amerikanische Jungferninseln,DE,09:36:29,Romansh
America/St_Johns,-12.7463115,"36,39 €",Stahr GmbH & Co. OHG,2013-10-16 18:07:45,bn,1996-01-10,122.499351,1974-12-30T12:57:09,waschen.odt,f6:c3:49:a8:d3:1d,706,web-72.langern.com,Vereinigte Arabische Emirate,DE,00:35:25,Bashkir
Africa/Niamey,16.817236,"53.961,32 €",Rohleder AG & Co. KG,1994-03-03 22:17:20,ur,2006-06-20,-109.532839,2015-05-04T19:42:40,sechs.avi,4e:fa:e7:62:01:df,76581,srv-07.thies.de,Honduras,DE,18:08:53,Tatar
Asia/Tbilisi,58.5275475,"354,08 €",Röhricht GmbH,1988-06-16 11:43:40,ku,2018-08-06,18.966410,1990-06-30T01:33:33,Weg.css,61:13:1c:68:05:28,8350304,laptop-46.keudel.com,China,DE,18:25:56,Arabic
Africa/Johannesburg,-26.9616435,"6.753,60 €",Margraf Schuchhardt GbR,1985-02-10 02:31:42,ro,1995-10-15,-177.449000,1996-02-14T10:24:53,Apfel.flac,12:8d:5f:36:37:a7,0,email-59.ehlert.net,Kirgisistan,DE,19:25:04,Akan
America/Santiago,-5.8594555,"7.075,24 €",Budig Dobes GmbH,1973-06-06 15:32:56,sat,1997-01-25,-5.211018,1993-12-16T12:34:28,Kind.js,95:9e:20:89:f2:d7,966503021,db-40.budig.de,Zypern,DE,05:21:30,Bosnian
America/Guayaquil,-56.7590925,"491,02 €",Kreusel AG,2014-07-27 17:18:26,wo,2011-10-17,128.997799,2015-02-23T04:36:40,Blume.wav,5e:d3:4e:30:46:31,687041,laptop-82.scheuermann.net,Neukaledonien,DE,15:20:26,Javanese
Africa/Bamako,32.494872,"2.724,69 €",Schaaf GmbH,1994-04-02 13:24:45,it,1977-03-25,2.080438,2012-08-06T15:37:36,fressen.gif,0b:27:b9:34:2f:91,264682124,email-31.henschel.net,Bangladesch,DE,19:25:17,Romanian
America/Costa_Rica,-63.1007395,"5,74 €",Dobes Mentzel Stiftung & Co. KG,1977-02-19 03:18:42,sd,1972-03-16,-137.934060,2001-11-26T05:37:15,noch.jpg,83:d6:07:cb:1f:3a,558216307,db-30.junk.com,Irak,DE,09:24:35,Ewe
Europe/Chisinau,-77.0283435,"93,12 €",Stroh Geißler KGaA,1970-11-18 15:41:49,wo,2019-01-27,-79.378445,1979-04-19T05:17:43,etwas.ods,55:03:f5:47:9a:a9,27,db-36.carsten.net,Südgeorgien und die Südlichen Sandwichinseln,DE,06:50:25,Gaelic
America/Barbados,-22.7318975,"853,81 €",Gröttner Langern GmbH & Co. KGaA,2014-04-25 22:40:28,or,2012-10-07,64.578524,1974-02-01T19:01:41,Leute.mp3,ee:4e:6b:fc:3d:54,958695,laptop-24.trub.de,Réunion,DE,18:41:03,Kuanyama
America/Havana,-20.6629665,"5.728,17 €",Schlosser GbR,1978-11-05 12:13:30,da,2003-05-31,161.621690,2010-07-27T14:30:10,Klasse.mov,e5:b2:41:97:8f:e9,4902,srv-30.henk.com,Dschibuti,DE,11:34:44,Chinese
Europe/Madrid,89.407354,"14.247,59 €",Textor Haase GmbH & Co. KGaA,1986-02-01 16:44:16,or,2001-11-05,34.432378,1982-03-02T12:49:34,Wetter.pdf,a7:f7:e3:32:d0:2a,678700229,lt-98.dowerg.com,Kolumbien,DE,14:41:48,Sanskrit
America/St_Lucia,-37.396159,"80,38 €",Häring GmbH,1985-09-23 07:10:49,nb,2013-03-10,-123.375946,2000-08-04T09:47:47,rot.flac,eb:89:66:e6:f4:d7,460854103,lt-46.kambs.net,Guernsey,DE,08:54:14,Sundanese
Africa/Niamey,-20.8093835,"93.811,30 €",Gotthard,1996-12-27 13:52:37,sid,1987-06-24,-122.390749,1980-01-29T08:18:19,jetzt.odp,b2:d3:a9:7c:fd:e2,3,laptop-31.rosenow.com,Amerikanische Jungferninseln,DE,22:27:59,Dutch
Europe/Rome,-46.844333,"89.308,69 €",Lübs Hahn e.G.,2000-04-02 11:20:43,mni,2014-01-27,-72.815359,1991-09-10T14:22:34,Ding.html,c9:80:f5:86:66:da,9866411,web-42.eberth.org,Grönland,DE,17:19:54,Armenian
America/Havana,-44.419959,"89,15 €",Cichorius,1973-08-02 02:35:05,ga,1992-08-22,125.435404,1973-07-26T00:24:22,aber.json,e9:b5:cd:52:85:b3,9871,db-48.vollbrecht.com,Bosnien und Herzegowina,DE,05:13:24,Ojibwa
Africa/Dakar,10.857646,"657,02 €",Putz,2012-08-19 04:34:43,yo,2023-06-05,128.783206,1973-06-19T10:19:23,schlimm.html,0e:df:9d:25:98:12,94451328,db-83.junken.de,Costa Rica,DE,15:02:30,Basque
America/Belize,-1.0293105,"8.071,50 €",Gieß Sontag AG,2023-02-10 14:14:46,sw,2022-02-01,179.026993,2013-10-13T17:54:11,dich.js,30:9c:f4:27:52:5c,42591535,db-44.gute.com,Eritrea,DE,17:23:00,Navajo
Europe/Paris,-16.734425,"7.768,05 €",Naser GmbH,1981-10-26 22:34:10,ht,2001-10-24,-140.620705,1981-01-11T04:34:31,rot.txt,eb:f6:f7:1b:61:c9,63,email-26.weiss.de,Guam,DE,08:17:59,Bislama
Indian/Mahe,-65.4027535,"55,16 €",Jacobi Jäckel,1986-10-17 00:24:33,hu,2001-10-12,-30.303706,2005-10-30T13:52:42,hinter.jpeg,5e:64:dc:23:fd:0b,26,laptop-36.atzler.de,Estland,DE,08:32:55,Oriya
Africa/Lagos,-88.522576,"170,11 €",Patberg,2016-06-26 15:58:21,eo,2018-03-25,-140.036459,1970-07-28T05:53:02,dauern.flac,5b:2e:30:f2:9b:5e,29424975,lt-96.weller.de,Isle of Man,DE,15:55:14,Manx
Africa/Luanda,53.8704965,"5.640,90 €",Staude Schönland KG,1982-03-31 04:25:43,sr,1981-02-10,-157.185595,2020-08-17T03:43:08,ja.mp3,69:a6:c3:bf:0c:b8,912892898,srv-44.roskoth.com,Äquatorialguinea,DE,08:39:27,Urdu
Asia/Amman,-2.1680415,"882,66 €",Koch GmbH & Co. OHG,1990-02-03 13:51:59,wal,1995-11-11,-94.171253,1994-03-12T07:58:09,öffnen.webm,11:06:30:30:91:fd,161,email-36.schoenland.com,Grönland,DE,18:16:39,Kinyarwanda
Asia/Riyadh,71.9260195,"87.192,96 €",Knappe GmbH,1980-01-16 18:27:14,ik,2011-12-12,-104.898379,1998-03-29T03:13:11,offen.css,95:48:72:a3:56:c0,22435,web-59.jungfer.de,Palau,DE,08:01:42,Shona
Asia/Bahrain,-89.2619025,"6.322,68 €",Mude KG,1970-06-16 08:06:24,brx,1973-03-17,-72.882758,1979-04-13T21:43:29,unten.webm,94:c0:b6:b6:88:c9,4,laptop-48.lange.org,Südafrika,DE,05:44:23,Macedonian
Asia/Jerusalem,79.2250015,"758,65 €",Löffler AG,2010-05-08 05:44:16,ig,2007-12-02,84.648801,1977-10-01T02:06:04,erst.ods,86:bc:02:7d:ef:41,6100,laptop-89.waehner.com,Antigua und Barbuda,DE,10:11:54,Limburgan
America/El_Salvador,20.631359,"9,70 €",Schottin,1974-05-21 02:34:02,nr,1977-05-18,136.251611,1985-07-12T11:56:45,Familie.csv,e7:b2:3c:8f:de:8b,23,srv-41.dowerg.com,Slowakei,DE,05:04:09,Sichuan Yi
Asia/Bahrain,24.255581,"7.296,93 €",Dörr Langern GmbH,2005-04-02 21:57:48,tg,1993-06-25,114.629131,2022-06-15T16:37:10,Affe.webm,84:39:f5:55:9a:e6,829044594,desktop-70.karz.org,Nigeria,DE,01:44:31,Bihari languages
Africa/Bujumbura,-75.980056,"4,25 €",Stahr e.G.,2010-07-19 11:06:22,cs,2000-01-06,-151.995237,2023-07-24T08:23:24,Katze.doc,79:11:60:46:cd:f3,8963141,web-11.lachmann.net,Serbien und Montenegro,DE,12:09:32,Guarani
Europe/Ljubljana,69.5314675,"8,79 €",Weimer Wagner e.G.,2011-07-31 07:09:16,se,1985-08-27,46.516949,2007-07-26T02:52:13,grün.csv,a4:fa:bd:38:05:eb,1202,desktop-97.poelitz.de,Haiti,DE,17:38:24,Estonian
Indian/Antananarivo,-18.762580,"8.469,08 €",Ullmann GmbH,1971-11-14 14:44:26,sd,1980-02-29,-94.900197,1998-09-17T03:38:47,sie.wav,f1:be:11:10:c9:ca,51,desktop-39.warmer.de,Bhutan,DE,00:46:00,Russian
Asia/Tehran,-34.361569,"322,33 €",Buchholz GmbH,1985-03-17 12:29:54,an,2001-02-14,-94.037436,1999-07-30T20:49:26,auch.xls,04:d2:9f:16:e9:52,57,web-99.weitzel.com,Polen,DE,03:34:55,Sardinian
Europe/Sofia,-54.0131255,"0,62 €",Loos,2007-10-06 01:51:34,wo,2004-09-24,19.479730,2011-12-16T18:29:21,sollen.xlsx,83:6d:d6:61:14:45,14,srv-56.bender.com,Sudan,DE,12:47:07,Kongo
Africa/Freetown,-60.606680,"28.771,32 €",Bien Haering GmbH & Co. OHG,2022-02-24 04:26:54,nb,1987-07-01,-176.718591,1979-09-22T14:52:09,Winter.flac,6e:9c:9f:a2:eb:be,59375254,srv-27.kruschwitz.org,Indien,DE,16:19:25,Navajo
Africa/Tunis,-17.8474415,"7.080,70 €",Heydrich KG,1986-12-09 01:11:42,an,2005-06-26,-157.170077,1980-11-08T21:53:50,nichts.css,53:56:6f:2f:1f:8f,83907,desktop-06.adolph.net,Demokratische Volksrepublik Korea,DE,14:06:04,Bengali
Asia/Muscat,12.865667,"36,37 €",Beier,2005-04-03 02:03:02,sk,2021-04-15,12.411081,2000-03-25T19:20:34,Arbeit.mp3,cc:a6:f5:4c:49:5b,1545878,laptop-75.bohnbach.de,Benin,DE,22:25:39,Macedonian
America/New_York,-24.713367,"2.005,70 €",Henk GbR,1986-03-19 19:20:40,yo,1978-05-09,113.065831,2008-03-21T17:23:25,hören.mp3,4c:78:83:f5:98:64,7812327,srv-94.margraf.org,Uganda,DE,06:26:35,Slovenian
Africa/Lagos,-51.535923,"24.226,93 €",Scheel AG & Co. KGaA,2017-01-26 18:16:04,ha,1975-09-13,-172.462891,1997-09-10T18:40:25,bringen.avi,89:cb:6a:cd:80:11,373603680,db-69.salz.org,Demokratische Republik Kongo,DE,03:35:52,Serbian
Asia/Muscat,87.3307215,"77,75 €",Kramer AG,1983-03-18 15:41:00,am,2022-01-04,53.281031,2011-03-02T15:02:56,uns.mp3,ec:ec:d5:18:c9:3e,914575,db-58.boerner.com,Saudi-Arabien,DE,09:38:30,Nepali
Europe/Budapest,34.5954255,"52,68 €",Ernst GbR,2007-01-19 17:40:13,ts,2009-07-31,133.917851,1989-08-23T00:09:02,wir.png,d0:c7:63:37:6a:7e,4,desktop-67.waehner.de,Niederländische Antillen,DE,15:13:19,Polish
Africa/Tunis,4.8011455,"67.264,81 €",Paffrath Hauffer GmbH,1982-12-15 13:34:50,de,1974-07-01,-69.158794,1974-03-27T14:41:41,auch.mov,06:f0:db:91:f8:7f,330205,desktop-16.hering.com,Nordmazedonien,DE,17:10:30,French
America/Paramaribo,-45.499623,"93.224,59 €",Adler AG,1979-04-06 06:28:11,sv,1972-09-17,-143.925352,1996-04-01T05:34:39,hart.tiff,69:ba:76:e6:99:c7,8527,lt-44.salz.de,Tonga,DE,09:06:46,Inupiaq
America/Santiago,-43.8686285,"6,53 €",Scholz Beier GbR,1979-03-16 18:45:06,ia,2004-02-29,-158.418164,2019-12-17T06:21:07,laut.jpg,1a:ce:d7:5c:35:9d,27607643,srv-23.heidrich.com,Kap Verde,DE,02:01:11,Finnish
Europe/San_Marino,-51.7667565,"92,87 €",Hofmann GmbH & Co. OHG,1988-11-08 22:20:10,st,2008-10-15,55.023229,1991-12-22T22:13:28,Nase.gif,f0:c4:1a:ac:a2:6c,15723718,laptop-56.stiffel.org,Rumänien,DE,05:10:39,Faroese
Africa/Bamako,88.970705,"49,65 €",Heydrich AG,2016-04-22 08:11:47,ta,1998-01-13,-135.489702,2002-08-01T20:56:08,tief.wav,47:4b:fd:c7:fa:f4,8,web-42.hermighausen.com,Weihnachtsinsel,DE,16:00:48,Maori
Asia/Urumqi,-7.258890,"67.779,47 €",Caspar e.V.,1974-11-14 23:23:46,kk,1993-10-28,-26.508195,1993-04-13T06:27:49,schlafen.csv,fe:ec:57:e7:c9:08,7,db-47.cichorius.de,Bahamas,DE,19:47:06,Yiddish
Asia/Colombo,-67.2738325,"10.474,80 €",Hande,2009-10-06 03:12:41,eo,1973-07-24,-74.859366,2017-05-24T02:40:47,erklären.flac,b3:37:bc:8b:c0:f8,7237,db-15.wirth.de,Tschad,DE,01:05:22,Tamil
America/Asuncion,12.461792,"0,82 €",Roht,1995-10-15 09:12:09,gv,1998-01-22,107.846076,2006-08-18T00:14:49,am.mp3,3b:ba:dc:06:ca:4a,22804,db-13.heydrich.de,Mayotte,DE,09:29:54,Spanish
Asia/Sakhalin,79.1767385,"4.912,96 €",Tintzmann Henck KGaA,2016-03-10 11:17:30,bn,2001-12-02,166.048380,2018-07-26T03:17:52,glücklich.css,7a:d4:68:ad:54:57,1,desktop-53.knappe.de,Tuvalu,DE,16:15:26,Kalaallisut
Africa/Nairobi,-85.521202,"1.081,60 €",Heydrich,2023-01-12 21:10:20,ug,1971-09-19,-75.364413,2009-10-11T00:41:15,über.bmp,e6:de:8c:e6:98:70,16741823,desktop-09.jopich.de,Chile,DE,15:06:30,Kashmiri
