date,date_time,file_name,pricetag,company,random_number,longitude,mac_address,language_name,city,timezone,language_code,time
1982-05-23,1977-10-21 09:43:25,veniam.odt,"$98,919.32",Friedli LLC,912110090,67.962355,6e:46:40:81:d5:94,Greek,Steffisburg,Europe/Monaco,dv,09:22:55
1980-12-04,2021-08-09 18:04:49,aliquid.webm,$90.96,"Marti, Blaser and Flückiger",1,88.248857,88:05:5f:2f:ca:12,Maltese,Aesch,Asia/Hovd,mg,16:33:39
1979-09-19,1986-10-15 00:11:36,libero.flac,"$11,180.88","Bianchi, Kuhn and Aebi",204247,-37.644947,69:68:39:57:6a:7f,Quechua,Bernex,Africa/Maputo,sq,00:08:21
2023-04-25,2008-02-03 00:23:57,ipsam.ppt,"$76,593.82","Furrer, Brun and Giger",4270505,59.376552,2d:27:4f:27:48:79,Chamorro,Pratteln,Africa/Nouakchott,ug,23:26:41
2012-05-12,1990-03-19 19:22:03,nemo.xls,$8.95,"Jenni, Meister and Steinmann",423100607,75.249193,38:9e:2e:36:40:16,Breton,Zug,Europe/Chisinau,ta,03:07:32
2022-04-10,1972-04-25 11:41:44,voluptas.txt,$1.13,Stöckli-Mäder,357,78.767892,f9:24:c6:03:95:f2,Sardinian,Meilen,Europe/Luxembourg,km,12:49:50
2020-06-22,1978-09-30 14:48:41,asperiores.css,"$2,089.97","Roth, Wirth and Beck",185418,-58.706706,19:c6:40:5f:ec:9f,Xhosa,Freiburg,Africa/Douala,ko,14:00:39
2008-10-14,2013-06-26 07:24:34,nisi.odp,"$27,546.52",Hunziker-Friedli,87765,112.678728,cb:2c:5d:6a:7e:f6,Cree,Thalwil,Africa/Djibouti,nhn,22:31:04
2011-12-08,1972-05-31 05:34:24,dicta.pages,"$3,481.02",Hunziker-Peter,63779,-136.988907,12:1c:37:e8:c4:0f,Mongolian,Wallisellen,Europe/Belgrade,ms,11:30:40
1997-03-11,2013-07-12 20:18:56,fugiat.html,$0.99,Hasler-Hess,6351056,-18.359379,2c:8f:42:09:33:fa,Tibetan,Affoltern,Africa/Tunis,ti,19:48:30
1982-12-20,1974-08-25 11:09:27,cupiditate.jpg,"$8,826.15",Lutz Inc,74118,33.297413,03:e6:aa:ce:44:ec,Sundanese,Vernier,Asia/Saigon,gl,22:05:37
2017-06-11,2017-05-13 21:39:34,rerum.flac,$161.55,Stettler Group,81320,22.024121,f0:0f:47:dc:1e:51,Avaric,Liestal,Asia/Taipei,ko,14:53:13
1978-11-07,1973-12-02 08:34:53,non.png,$6.18,Michel-Zürcher,955,-77.620403,19:7e:58:38:0a:74,Basque,Lyss,America/Santiago,oc,21:52:59
2010-01-20,1982-03-24 20:02:04,ex.pdf,$71.42,"Bühler, Forster and Iten",625762414,-29.450895,e2:5b:5e:c2:79:44,Kurdish,Möhlin,America/La_Paz,tn,18:19:42
2021-08-18,2019-04-06 05:17:20,magni.mp4,$4.82,Kunz-Meister,4,23.847306,59:23:3b:39:8d:8b,Ndonga,Veyrier,America/Guayaquil,it,13:03:56
1988-09-18,1982-05-05 10:03:04,provident.avi,$3.76,Schuler-Geiger,13,159.244795,6c:9a:ca:38:2c:05,Venda,Kloten,America/Caracas,hsb,17:04:53
1987-07-21,2012-06-08 12:58:28,exercitationem.wav,"$2,027.66","Braun, Winkler and Amrein",699066460,153.188761,11:78:ef:6b:f8:7d,Breton,Zürich,Africa/Accra,lij,20:02:33
1975-02-11,1981-04-09 15:53:14,assumenda.odp,$0.12,Bieri-Weibel,61738,86.154038,26:f2:cb:e2:a0:78,Burmese,Sursee,America/Santiago,bo,03:09:00
1993-06-19,1973-02-10 03:17:21,expedita.webm,"$45,177.33","Giger, Herzog and Küng",451966,123.168198,d8:f1:29:1e:d5:e8,Slovenian,Wettingen,America/Barbados,sid,05:03:17
2001-03-13,2003-08-25 19:39:45,ipsa.jpeg,"$19,317.62",Sutter-Kern,716,135.258212,43:d2:5f:24:3f:30,Russian,Genf,Indian/Antananarivo,mhr,00:10:00
1974-01-29,1982-05-05 05:05:00,pariatur.xlsx,"$8,502.99","Hofmann, Lüscher and Meili",3,132.464113,8d:67:d7:ca:5e:65,Bislama,Illnau-Effretikon,Asia/Riyadh,ro,12:30:05
2007-10-08,2004-07-20 06:10:35,minus.flac,$9.59,Schwab PLC,3659610,-138.687397,a6:0c:0a:f6:5b:d9,Interlingua,Thalwil,Africa/Lome,fil,03:44:34
1973-04-01,1983-07-14 03:06:21,laudantium.mp3,"$58,783.07",Amrein PLC,3,75.574705,52:ea:9f:0d:bc:26,Ojibwa,Bulle,Europe/Skopje,gez,08:46:42
1990-10-29,1987-01-02 15:27:57,consequuntur.png,"$63,444.86","Seiler, Schweizer and Hoffmann",905142,-42.347589,3b:53:53:3a:d2:28,Ndonga,Cham,Europe/Berlin,nan,06:51:17
1982-10-07,2018-08-17 08:44:13,accusantium.jpg,$2.37,Ernst-Hotz,5,83.225733,32:aa:84:ca:6b:38,Cree,Ostermundigen,Pacific/Efate,bg,18:42:10
1995-03-04,2020-06-12 09:32:54,tempore.gif,$2.24,"Zehnder, Bucher and Eugster",10461,-11.002074,8b:50:b9:95:e3:d2,Navajo,Aesch,Asia/Dhaka,hy,19:11:52
2007-01-01,1989-01-10 03:53:04,ab.mov,"$88,883.13",Stucki and Sons,249,-172.000482,8c:f2:95:2e:bd:18,Burmese,Spreitenbach,Asia/Muscat,fil,21:19:38
1997-08-05,1980-06-16 22:38:19,pariatur.json,"$88,176.56","Brun, Arnold and Hirt",3865,-60.630096,8f:b9:01:d7:31:50,Italian,Weinfelden,Africa/Sao_Tome,dz,02:01:48
2003-08-09,2014-05-25 12:42:56,similique.pdf,"$63,644.46","Winkler, Maier and Kern",373,144.844428,7d:7c:11:e2:1d:84,Polish,Bernex,Africa/Abidjan,mt,03:21:01
2001-10-05,1991-04-01 07:42:57,molestiae.avi,$704.68,"Wirth, Staub and Lustenberger",228575966,143.882650,8b:1d:1a:ba:16:51,Tamil,Bern,Europe/Andorra,az,20:07:41
2020-03-22,1981-04-11 08:14:42,assumenda.gif,$75.42,"Giger, Weibel and Steiger",233,-9.454025,b6:4d:fb:10:8d:37,Dutch,Herisau,Europe/Warsaw,gu,21:01:45
2005-11-26,1975-11-24 06:31:20,perferendis.jpg,$9.29,Lutz-Stauffer,62,-76.996599,59:c2:b7:53:61:e5,Oriya,Langenthal,Asia/Dili,zu,13:33:07
2003-12-25,1970-02-16 22:55:44,recusandae.mp4,"$37,478.71",Schürch Ltd,70548623,165.125076,63:03:3e:47:7a:c7,Inupiaq,Emmen,America/Costa_Rica,fur,07:30:33
1978-02-09,1994-02-07 18:15:39,vero.avi,$19.81,"Arnold, Martin and Wagner",9745422,129.130423,03:51:d6:6b:05:da,Zulu,Rapperswil-Jona,Africa/Mbabane,lij,03:40:51
1987-10-07,2014-10-27 02:57:48,deserunt.doc,$99.74,Schär Ltd,42,63.196492,73:9e:ad:ff:e6:27,Kirghiz,Sarnen,Europe/Helsinki,bhb,06:38:16
1973-04-27,1985-05-20 19:53:19,nemo.mp4,$33.94,"Forster, Zürcher and Fuchs",9563631,-70.568513,f9:94:e7:6f:98:23,Croatian,Bulle,Africa/Mbabane,ber,05:52:03
1989-10-10,1976-10-28 18:01:31,velit.pages,$4.85,"Hermann, Schnyder and Ernst",12325183,34.363139,41:43:7a:13:38:45,Serbian,Männedorf,Europe/Brussels,hr,15:56:01
2015-03-27,1983-10-16 20:48:30,voluptatem.wav,"$1,809.31","Wagner, Bosshard and Wenger",5635,-123.732061,f4:be:2d:bb:d0:cf,Sanskrit,Cham,America/Santiago,or,16:50:48
1998-03-31,1989-06-10 13:24:19,minima.docx,$19.46,Pfister-Bär,2,-143.058756,37:41:c8:4d:7d:b9,Icelandic,Küssnacht,Europe/San_Marino,so,04:59:33
2012-02-11,2003-06-30 11:27:49,aliquam.mp4,$56.35,"Giger, Stalder and Hartmann",31,102.396813,05:b2:58:0d:f1:9a,Wolof,Münchenstein,Africa/Nairobi,lt,15:56:04
1991-01-03,2019-01-30 10:11:45,deleniti.txt,$4.37,"Schenk, Bucher and Seiler",8,-106.669856,e6:a4:bf:c8:1d:26,Pali,Val-de-Ruz,Africa/Lome,gv,23:23:58
1993-06-08,2023-03-15 23:25:31,similique.key,"$5,497.08","Blaser, Tanner and Betschart",68068823,51.262627,a7:41:cd:a8:46:c2,Thai,La Chaux-de-Fonds,Africa/Algiers,byn,01:01:14
2020-11-26,1972-03-05 15:35:37,facere.flac,$319.69,"Schneider, Zollinger and Rey",73008850,165.468466,1a:f8:ce:e5:51:a9,Yoruba,Versoix,Asia/Tashkent,uk,14:38:56
1973-12-26,1982-09-12 03:56:41,earum.mov,"$4,824.80",Bär-Leunberger,49480014,-71.219065,25:1f:05:0c:7d:d9,Abkhazian,Sarnen,Asia/Katmandu,vi,01:38:26
1983-09-06,2015-09-16 10:28:38,repudiandae.js,"$73,059.52",Flückiger-Steiner,67920,111.653057,ed:77:7a:72:40:3d,Tonga,Küssnacht,Europe/Zagreb,nr,19:14:25
1996-04-27,1998-11-06 21:33:58,excepturi.bmp,$247.36,Jenni Group,80286,-53.705945,bc:52:02:82:d3:28,Javanese,Bernex,Pacific/Palau,mk,12:43:07
2021-07-25,2005-11-19 04:52:03,accusantium.ppt,$8.67,Zimmermann PLC,89118,177.010762,ff:6e:7e:1e:28:51,Javanese,Genf,Africa/Addis_Ababa,niu,05:09:47
2021-01-23,2021-01-07 15:30:44,autem.js,$63.72,Weber LLC,7869377,-91.186767,49:91:3c:42:b8:a8,Yiddish,Lutry,Africa/Maputo,ur,17:31:57
2014-01-09,2020-05-01 15:38:54,officia.txt,$80.11,Stettler and Sons,61537,173.076580,b2:7c:0f:98:63:46,Sichuan Yi,Basel,Europe/Zagreb,pl,17:04:11
2014-09-14,2001-08-06 06:46:12,ducimus.jpeg,"$4,776.54",Felder PLC,185005,4.117516,d9:4a:86:f0:84:22,Assamese,Münchenbuchsee,Europe/Zurich,ca,08:26:12
1983-11-28,2012-12-31 20:52:52,repellat.mp3,$85.64,Maurer-Winkler,9196778,-55.660733,f9:9d:a1:23:3a:e7,Guarani,Oberwil,America/Nassau,aa,09:23:42
1974-02-18,2010-04-05 21:53:13,iusto.jpeg,$0.35,Tobler LLC,536,64.686306,6d:31:0b:43:60:15,Swedish,Wald,Africa/Brazzaville,byn,23:47:59
2016-03-04,2002-11-19 04:26:53,nulla.xls,$8.00,"Roos, Maurer and Gut",9830,-38.957459,f2:27:7d:1e:95:f3,Cree,Lancy,Pacific/Easter,ast,14:50:55
2022-04-23,1977-03-08 20:45:40,officiis.mp4,$442.93,Stöckli Ltd,74102344,148.342802,85:b3:df:48:df:ae,Sanskrit,Bülach,America/Barbados,the,10:47:31
1992-03-19,2017-06-14 00:41:35,et.webm,"$76,316.75",Schürch-Amrein,724091886,-27.806135,87:7b:be:bc:9e:ed,Indonesian,Langenthal,Asia/Ulaanbaatar,cy,04:26:36
1975-08-04,1995-06-11 16:35:09,et.jpeg,$80.85,"Mayer, Lehmann and Grob",7519386,-124.478108,a5:23:82:de:12:d6,Uighur,Lenzburg,Africa/Abidjan,ms,19:31:38
1989-01-16,1990-06-24 12:13:25,nostrum.tiff,"$81,884.87",Brunner-Michel,896451,108.869988,d2:df:8c:d9:66:01,Sango,Wald,Asia/Dushanbe,ce,09:47:59
1984-12-05,1972-07-03 15:48:53,esse.mp3,$9.13,Siegrist-Steffen,86418,-129.707357,cf:0d:29:c7:3f:eb,Italian,Kriens,Europe/Zagreb,zh,23:20:52
1993-07-27,2017-10-17 02:36:18,suscipit.txt,$13.84,Schaller-Schwab,12,-23.196893,29:fb:fe:c3:25:84,Oriya,Monthey,Africa/Bamako,lt,03:48:56
1977-02-28,2005-04-19 17:44:00,vel.gif,$10.20,"Bieri, Staub and Ott",759,-1.292552,d0:6e:26:60:a0:e6,Welsh,Köniz,Asia/Bahrain,lo,22:38:30
1995-02-24,1980-10-07 00:03:27,repudiandae.js,"$3,525.34",Bader PLC,5569467,-177.074635,04:09:de:93:a9:b1,Swahili,Frauenfeld,Africa/Libreville,pa,08:34:23
1981-05-12,1976-06-02 03:37:43,at.json,"$5,828.77",Frey-Mäder,7,-16.998076,9e:90:d1:c3:d8:ba,Haitian,Baden,Asia/Dushanbe,yue,00:16:11
2012-09-04,1992-01-20 20:14:21,dolor.flac,$26.52,Stucki-Schuler,212,115.834083,48:12:4f:0a:23:1d,Esperanto,Glarus,Africa/Ouagadougou,tl,23:06:07
2005-05-27,1981-07-03 01:02:50,iusto.csv,"$40,503.49","Zehnder, Hofmann and Tobler",5558708,-19.946933,19:01:29:c0:ae:66,South Ndebele,Chêne-Bougeries,Africa/Casablanca,nr,12:10:20
1982-08-14,1983-01-07 05:05:30,facere.mov,$156.32,"Sutter, Schumacher and Schärer",43405,91.774035,f7:0d:03:05:35:ad,Inuktitut,Münsingen,Africa/Brazzaville,mk,15:41:49
1992-12-23,1975-10-14 01:05:13,veniam.webm,"$3,981.49",Schweizer-Wüthrich,204,26.593976,d5:f3:64:a8:fc:72,Serbian,Carouge,Europe/Tirane,mi,09:02:39
1993-02-20,2011-06-19 06:44:11,minima.flac,$579.86,Wagner and Sons,8,-37.636951,52:cd:85:04:f4:68,Irish,Münchenstein,Indian/Antananarivo,ne,11:30:43
1974-10-31,1989-09-05 04:17:08,iste.odp,$300.86,Hürlimann LLC,408,-94.503262,8b:89:ce:60:25:95,Church Slavic,Hinwil,America/Antigua,sa,09:09:30
2000-11-23,2012-03-21 13:17:15,quos.css,$653.83,"Zehnder, Ackermann and Egli",5678,96.176957,c4:19:b8:2f:56:ce,Chamorro,Volketswil,Pacific/Majuro,bn,12:05:03
1972-03-16,2021-07-02 05:52:32,eveniet.jpeg,$3.43,Meili-Merz,348,-120.565605,17:ac:71:92:45:8c,Gaelic,St. Gallen,America/Guyana,hu,00:07:32
2000-10-26,1996-03-26 11:34:43,inventore.mov,$9.68,"Schoch, Baur and Gasser",75138904,-56.880269,06:9a:1e:0f:e4:19,Bosnian,Schlieren,America/Barbados,apn,13:32:59
1983-06-30,1970-03-22 03:41:18,ipsam.webm,$425.92,"Schaub, Meyer and Kunz",959182,-45.586942,8a:e6:22:7e:ef:1d,Kazakh,Lenzburg,Asia/Bishkek,de,13:38:39
1970-05-21,2013-07-20 11:27:55,expedita.mp3,"$60,038.25","Stucki, Fuchs and Scheidegger",9695161,-134.182590,0a:53:b1:69:a8:0e,Church Slavic,Bülach,Asia/Katmandu,gl,16:08:26
1972-12-09,1981-04-11 01:09:28,harum.webm,$2.46,"Zimmermann, Imhof and Bader",65,-27.113361,50:a1:c0:5d:5c:44,Rundi,Biel/Bienne,Asia/Amman,fur,00:51:55
1971-11-23,1997-06-25 03:01:59,cum.png,$679.58,Portmann LLC,284,-102.284844,58:21:57:18:87:83,Uzbek,Männedorf,Europe/Skopje,tt,01:20:50
2010-10-26,2023-05-02 23:48:46,laborum.wav,"$36,001.68","Hürlimann, Arnold and Zbinden",65790788,63.762475,9e:89:74:5a:6a:0c,Burmese,Bern,Asia/Kuching,nhn,00:56:12
1980-12-23,2020-10-02 14:16:42,tempora.flac,"$3,076.67",Arnold-Schneider,3427,42.112106,61:d6:da:ca:7e:6e,Sardinian,Crans-Montana,Asia/Baku,nn,14:12:16
1988-12-09,2008-03-30 15:42:45,quaerat.js,$5.38,"Roos, Tobler and Wirth",0,-128.416888,8e:7f:80:70:a8:a8,Lingala,Onex,Africa/Gaborone,uz,03:58:46
2002-09-19,2021-01-31 06:01:38,sed.mp4,"$40,286.45",Schäfer Group,680891,-134.064126,a4:e4:45:4b:1f:5d,Chuvash,Payerne,Asia/Hovd,cy,15:29:16
1987-10-29,1995-02-27 05:20:02,illo.bmp,"$9,379.50",Lüscher-Zimmermann,46515562,91.571691,22:f9:ac:07:5c:f1,Walloon,Stäfa,Europe/Chisinau,tn,07:22:17
1986-08-02,2006-09-03 02:06:35,velit.avi,$9.47,"Wirz, Bieri and Mäder",501,-9.020905,b0:13:1d:c5:9e:0d,Galician,Risch,Asia/Ulaanbaatar,tig,12:30:26
2021-06-12,1991-03-26 15:46:12,facere.flac,$410.32,Frei-Arnold,683,-81.484652,75:5e:ed:e9:47:59,Maltese,Renens,Europe/Oslo,sd,14:03:16
2001-05-19,2017-03-04 20:03:36,pariatur.mp4,$8.72,"Rey, Felder and Haas",4,-24.463832,37:1a:d3:ec:c2:9c,Romansh,Gossau,Pacific/Nauru,mhr,01:04:09
2006-11-05,1998-03-08 02:09:33,vel.txt,"$46,800.39","Felder, Weibel and Hunziker",8614612,114.368914,18:53:eb:14:14:70,Malagasy,Zug,Indian/Antananarivo,ber,15:43:35
2022-09-09,2002-10-02 10:39:34,facere.mp4,$776.71,Ackermann-Lüscher,39055187,19.368314,80:ef:12:7d:eb:93,Chamorro,Montreux,Africa/Johannesburg,as,11:29:10
1976-08-02,2000-06-23 22:01:21,officiis.mov,"$67,741.24",Baumgartner PLC,3,-20.819835,0b:b2:95:e1:4e:9f,Kurdish,Ostermundigen,Asia/Bahrain,bo,09:02:51
1986-10-31,2001-04-03 09:54:03,harum.avi,$9.47,Ernst-Steinmann,85763,55.096366,fc:3e:d6:bf:6e:c0,Northern Sami,La Tour-de-Peilz,Europe/Istanbul,kw,15:33:27
2010-09-25,1996-11-16 22:53:34,quaerat.json,"$8,422.59","Schürch, Hofstetter and Aebi",96004831,-83.058531,20:c4:63:68:2c:34,Quechua,St. Gallen,Asia/Tehran,nl,20:44:58
2023-07-20,1978-03-11 09:00:48,qui.wav,$74.16,"Knecht, Braun and Rey",35682,-133.161429,79:bd:e2:d7:a0:52,Korean,Zug,Pacific/Efate,lb,02:38:29
1998-10-30,2017-03-10 12:40:17,totam.jpeg,"$89,780.50",Marti PLC,77624,-44.256840,f4:6f:fa:3b:d1:67,Macedonian,Wil,Europe/Athens,ta,14:48:17
1999-07-18,2009-12-25 02:44:34,ipsum.webm,"$9,207.02","Marti, Schumacher and Spörri",49573,134.081713,26:9e:94:8d:89:a4,Kurdish,Altstätten,America/Belem,the,12:56:10
1983-08-27,2004-01-27 00:03:10,qui.mp4,$82.50,Tanner-Michel,22,-111.174095,f9:5e:a5:12:35:e6,Maori,Schwyz,America/Antigua,fur,10:15:58
2020-01-07,2004-05-15 20:05:18,dolor.flac,$25.56,Imhof Group,258,-48.336056,bc:cf:65:c0:29:d8,Xhosa,Illnau-Effretikon,Asia/Aden,oc,02:47:41
1994-06-04,1973-02-20 02:41:36,tempore.mp3,"$96,764.71",Schneider-Maurer,9138,72.835530,cb:ad:11:ab:2e:72,Chichewa,Solothurn,Africa/Djibouti,hu,05:39:31
2002-05-29,1991-07-03 09:40:12,veritatis.webm,$3.84,Seiler-Hunziker,6199652,86.835139,36:28:ca:0f:5b:be,Sardinian,Gossau,Asia/Tbilisi,dz,22:40:41
2014-01-11,1986-02-10 10:51:19,sequi.csv,"$41,157.40","Käser, Gasser and Hotz",119,-139.168375,46:7a:59:48:6e:f2,Quechua,Kloten,Africa/Cairo,hr,08:06:38
2015-07-01,2017-03-30 10:20:17,illo.xls,$578.86,Hodel LLC,2,-17.683262,e0:b2:f2:f7:e2:01,Bihari languages,Martigny,Africa/Johannesburg,te,17:11:12
2018-11-02,1973-02-02 06:49:17,fugiat.png,"$3,500.46","Jäggi, Egger and Steiner",937297,-108.807830,ea:93:ba:21:35:45,Japanese,Davos,Pacific/Palau,ti,08:22:33
2012-04-07,2001-03-31 04:49:09,possimus.gif,"$70,519.46",Kägi Group,39986795,173.998236,c0:76:f9:14:89:76,Inuktitut,Spreitenbach,Africa/Cairo,be,02:29:02
2001-12-08,1979-04-05 13:33:42,consectetur.wav,"$8,317.65",Schäfer-Isler,154709,156.471682,8e:cc:55:5c:fb:8b,Polish,Münchenbuchsee,America/El_Salvador,wa,12:43:25
1989-12-13,2020-09-06 22:44:50,recusandae.csv,"$4,339.82",Lustenberger-Frey,339841570,143.722288,fe:06:d6:7e:d2:f0,Tigrinya,Schaffhausen,Asia/Thimphu,mt,16:56:59
1979-09-24,2018-04-20 13:59:11,a.avi,$75.49,Felder-Widmer,37,-20.394724,a7:4a:b9:00:76:bb,Twi,Baden,Asia/Thimphu,pl,22:41:53
1998-03-02,1979-03-30 01:52:25,vitae.mov,$6.31,Arnold and Sons,76068,66.953940,ca:3f:e4:ee:f3:13,Sindhi,Morges,Africa/Bissau,ar,21:50:48
2007-09-29,2007-11-12 16:16:16,asperiores.csv,$4.86,Spörri Ltd,292723847,124.751156,6b:cd:5a:ec:ab:11,Esperanto,Onex,Africa/Lusaka,cmn,04:01:20
1972-03-30,1973-01-01 04:55:08,dicta.mov,$244.48,Schoch and Sons,127917,-172.941182,25:cd:e7:97:77:19,Shona,Freiburg,Africa/Libreville,af,14:20:02
1981-06-13,1979-02-25 14:20:53,ut.docx,$20.42,Studer-Wolf,695867,106.739744,29:fb:ad:d3:dd:38,Afar,Zollikofen,Asia/Calcutta,el,15:21:37
2021-08-19,1983-09-07 10:52:58,voluptatum.pages,"$84,800.15",Winkler and Sons,84817,51.078610,1b:31:44:db:68:39,Oriya,Liestal,Pacific/Majuro,fa,16:57:32
1970-03-16,1998-10-06 15:54:07,aperiam.jpg,"$3,909.79","Studer, Lang and Iten",47676,-102.816127,6d:d7:1a:04:43:e7,Portuguese,Frauenfeld,Africa/Windhoek,ru,04:13:20
2021-06-15,1989-12-26 00:49:56,dolorem.json,$66.48,"Stalder, Schmidt and Gerber",9828,-50.883867,1b:f0:19:09:a6:13,Manx,Meyrin,Asia/Dili,id,10:51:26
1972-07-08,1994-02-07 18:31:02,ipsa.jpeg,$25.91,Meili Inc,224,-143.255992,9e:d3:0d:ef:54:63,Azerbaijani,Pfäffikon,Asia/Baku,tg,09:26:01
1995-09-14,1994-04-04 02:15:09,consectetur.mov,$59.58,Eichenberger LLC,23,29.673887,a9:a5:6f:ae:1b:be,Kannada,Pully,Europe/Luxembourg,lv,11:10:37
2001-02-08,1984-05-19 06:05:19,voluptatibus.flac,$4.66,Knecht-Steffen,3,110.419503,ad:cd:32:65:24:9a,Shona,Basel,Asia/Dili,ar,17:07:54
2016-03-01,1979-01-30 01:43:48,sunt.json,$674.35,Maurer Group,519009590,-19.738750,82:33:84:21:68:cc,Burmese,La Chaux-de-Fonds,America/Paramaribo,fur,00:47:40
1972-08-20,1970-08-09 13:56:48,vero.ppt,$840.81,Blaser-Roth,7,61.640519,fc:02:e2:eb:18:e4,Tibetan,Lenzburg,Asia/Calcutta,st,07:47:47
1973-03-02,1974-08-06 20:49:30,odio.csv,$49.99,Meyer-Knecht,843807362,-170.904886,fe:c4:b1:de:10:4b,Interlingue,Allschwil,Atlantic/Azores,yi,06:56:52
1975-08-12,2009-08-15 09:28:56,ullam.jpeg,"$33,539.84",Eichenberger LLC,4465542,103.287379,7e:6f:fb:59:b0:bb,Malagasy,Pratteln,Africa/Maputo,tg,09:55:13
1979-10-25,2005-09-18 23:14:43,quas.png,$953.75,"Studer, Steiger and Meier",3982031,-110.572650,87:70:3b:bc:1d:5e,Estonian,St. Gallen,Europe/Brussels,unm,04:48:54
2008-07-09,1994-01-14 00:08:18,voluptates.pages,"$43,253.87","Bär, Vogt and Zehnder",3,-74.102400,c4:23:69:b0:46:8e,Sanskrit,Münchenbuchsee,America/El_Salvador,wae,20:11:19
2005-01-13,1981-12-26 13:03:45,quasi.html,"$53,383.93",Käser-Ackermann,227118,111.367380,4e:0a:ae:71:03:b7,Tonga,Grenchen,Africa/Tripoli,tt,00:28:32
1993-05-02,1980-05-24 05:48:17,deleniti.json,"$3,341.04",Senn Ltd,45857,172.099885,da:cc:6d:30:25:5b,Shona,Spiez,Europe/Tallinn,sq,13:08:35
2019-04-09,2014-12-08 18:47:23,nostrum.flac,"$66,459.60",Schuler Inc,35962,-132.293945,85:9e:a8:39:53:18,Indonesian,Lancy,Africa/Tunis,uk,07:53:47
1980-12-03,1993-12-22 16:07:53,est.mp3,$954.56,Wirz Ltd,520,-3.856836,9c:00:b6:e9:ee:da,Estonian,Richterswil,Asia/Oral,hne,01:41:49
2005-10-04,2013-04-18 05:21:45,hic.webm,"$55,298.60",Gasser Group,91578,18.895371,d2:72:2e:44:15:2c,Assamese,Lutry,Africa/Tripoli,el,14:14:21
1977-10-04,1974-10-19 01:38:22,facere.mp4,$2.07,"Suter, Felder and Hunziker",4,28.021522,43:72:6b:3a:9c:94,Spanish,Einsiedeln,Pacific/Auckland,mg,04:30:18
2021-02-20,1973-11-02 06:23:13,tenetur.tiff,$93.63,"Lustenberger, Ferrari and Pfister",32,-163.730653,1a:86:94:1e:49:2c,Bulgarian,Bassersdorf,Asia/Riyadh,hy,15:48:39
2008-10-06,1990-08-27 17:42:36,maiores.webm,$82.21,Wirth-Lehmann,7925877,23.527375,f4:f6:8e:42:69:d1,Kirghiz,Flawil,Africa/Harare,yo,09:37:20
1994-10-22,2020-03-06 21:07:02,nostrum.tiff,"$25,853.75",Stalder Group,8,99.069965,bf:fb:a1:e9:78:d2,Venda,Rapperswil-Jona,Asia/Katmandu,id,10:35:22
2011-11-24,1972-02-13 08:11:22,modi.avi,$353.17,Schuler-Probst,294578,62.004541,9d:32:1c:20:e3:aa,Central Khmer,Bassersdorf,America/El_Salvador,nn,09:45:26
2018-10-27,1972-03-09 22:19:47,molestiae.wav,"$6,607.36",Jost LLC,622,-125.952343,5f:26:d1:e8:d9:5b,Latvian,Delsberg,Pacific/Kosrae,si,08:49:51
2013-05-11,1984-05-26 07:23:42,inventore.mp4,$263.20,Fankhauser and Sons,813,-32.335364,eb:dc:7e:0c:a5:0e,Gaelic,La Chaux-de-Fonds,Pacific/Port_Moresby,mg,09:13:48
1976-05-04,2015-11-02 02:40:11,explicabo.avi,$876.10,Schäfer-Schmidt,6,-38.736084,40:73:13:89:34:5e,Bengali,Schlieren,America/Managua,vi,02:32:53
1985-08-30,1984-12-13 22:34:46,dolores.ods,"$1,804.31",Zehnder Ltd,4,-113.342370,64:85:cb:05:53:60,Sanskrit,Wetzikon,Asia/Dhaka,nb,12:59:49
2019-12-22,1983-07-17 13:19:35,enim.tiff,"$4,896.19",Erni-Mettler,13397,127.980865,f9:a4:35:65:d7:2d,Chuvash,Münchenbuchsee,Asia/Katmandu,nl,16:02:24
1984-07-30,2015-09-10 01:44:26,eos.mov,"$15,232.43",Winkler-Albrecht,67,-144.841843,3f:07:1b:bb:bd:d5,Bihari languages,Locarno,Europe/Copenhagen,cs,22:12:49
2015-09-03,2016-01-29 17:09:38,explicabo.avi,$66.49,Weibel PLC,42386,-119.431783,b2:25:a0:a4:b9:2a,Malagasy,Lenzburg,Africa/Gaborone,be,13:07:34
2019-07-15,2020-09-23 02:53:51,iusto.odt,$2.99,"Stöckli, Tanner and Stutz",91,0.640970,d7:3f:63:de:d4:1c,Bislama,Dübendorf,Asia/Qatar,kw,19:42:54
2008-01-12,1996-08-24 14:40:11,quibusdam.avi,$355.65,Käser LLC,653005590,-167.376287,6d:e3:39:9f:d9:bc,Sinhala,Amriswil,Africa/Cairo,eo,16:32:17
1975-12-24,1989-06-09 14:36:28,sed.mov,$695.80,Ferrari-Hoffmann,90,-14.893379,31:df:3d:2f:ac:c1,Tahitian,Flawil,Europe/Sarajevo,hy,01:56:41
1976-02-01,1987-09-26 01:28:21,excepturi.numbers,"$58,490.14",Furrer-Eugster,764,-50.339552,fb:dd:d9:09:0d:18,Macedonian,Freienbach,Africa/Bujumbura,ne,21:30:14
1999-07-03,2016-04-07 05:36:58,assumenda.docx,$6.51,Schweizer and Sons,4,-37.981926,9d:98:44:a8:59:e6,English,Amriswil,Pacific/Palau,my,07:20:34
