hostname,language_name,iso8601,longitude,country,latitude,city,random_number,mac_address,company,timezone
lt-22.jones-williams.net,Urdu,2007-10-17T08:37:24,-132.542195,Korea,-89.4997095,New Patricia,535206297,2d:b6:1c:14:f5:8e,Morgan-Smith,Europe/Bucharest
laptop-14.george.com,Kurdish,2009-02-17T23:50:51,-97.653322,Aruba,-69.6441645,North Emilyport,6,cb:c5:0d:d7:f9:66,"Smith, Wilkinson and Williams",Asia/Beirut
laptop-44.mckenzie.biz,Swedish,2007-02-22T13:21:24,170.588255,Afghanistan,-36.248361,Thomaschester,8,13:bb:e1:5d:6d:e7,Barber-Foster,Pacific/Galapagos
db-73.yates-kennedy.com,Fulah,2009-09-09T10:50:54,-132.023582,Liberia,-30.3712325,East Mohammedview,190188063,50:20:ad:64:38:c7,Williams and Sons,Africa/Bamako
email-48.murphy-davies.biz,Sinhala,1977-12-05T11:23:19,-138.573261,Malta,88.545315,Susanview,8132,15:28:38:e1:d8:51,Jones Group,Atlantic/Reykjavik
web-66.rogers.net,Albanian,1981-05-31T00:22:59,-140.846104,Kuwait,-48.431978,Teresaberg,95426168,65:ae:6e:a8:7a:f3,"Holt, Jones and Summers",Europe/Malta
lt-32.wood-clayton.org,Armenian,2020-04-27T02:18:48,-49.188499,Papua New Guinea,89.020452,Wendyport,444,ce:8c:64:5b:62:fc,Kennedy and Sons,Australia/Lord_Howe
db-67.clark-edwards.org,Divehi,1979-03-23T23:44:38,62.931730,Morocco,-13.478357,West Garry,331168,cc:3b:9f:bf:00:37,Jones Ltd,Pacific/Efate
srv-42.johnson.info,Bihari languages,1988-05-11T12:39:38,133.121900,San Marino,61.8177435,Port Joyceview,3461,10:70:9f:6d:98:e1,Kerr-Harrison,America/St_Kitts
email-43.moss.info,Tatar,1999-02-24T22:22:21,-27.724306,Timor-Leste,-42.6710685,Nathanhaven,96603,c6:26:00:de:ac:79,"Wallace, Skinner and Brown",Europe/Stockholm
lt-51.marshall.com,Wolof,1999-08-30T01:17:54,116.479049,Sudan,74.197789,Lake Francesca,342166718,e8:2b:05:f6:71:4f,Taylor-Lamb,Europe/Brussels
db-85.chambers.com,Japanese,1976-06-13T11:02:41,-14.015987,India,76.355884,Frederickville,929,5e:73:3d:87:3a:8f,"Brown, Hayward and Doyle",Asia/Phnom_Penh
laptop-25.jones-dixon.com,Lingala,2011-05-15T07:45:55,134.028075,Solomon Islands,-2.652152,Edwardsmouth,292607494,d3:a4:13:25:21:09,"Walker, Smith and Nolan",Africa/Malabo
desktop-18.pickering.org,Aragonese,1988-10-13T05:29:23,139.807645,Chad,-88.8786955,Chloeville,83,45:85:bc:60:85:88,"Lee, Read and Turner",Europe/Amsterdam
db-53.scott.info,Kannada,2009-10-26T21:31:21,150.095259,Estonia,-23.2750495,Rhyston,9,df:8b:39:56:55:09,"Harrison, Parry and Rhodes",Europe/Podgorica
laptop-72.edwards.biz,Bulgarian,2010-07-11T19:13:28,-157.454919,Pakistan,-11.1849475,Gregoryshire,7190896,8d:9e:0a:75:61:41,"Taylor, Walton and Gray",Asia/Aden
web-34.barker-jennings.com,Herero,2011-12-11T18:52:52,136.619761,Swaziland,-74.906035,Kayleighborough,21604479,f6:3f:c0:12:05:55,Holmes Group,Australia/Brisbane
email-64.singh.com,Somali,1985-02-06T12:20:00,-142.106860,Anguilla,7.959188,Port Jade,89108478,52:80:08:be:74:b5,Doyle Group,Africa/Lusaka
db-01.bell.com,Yiddish,2008-03-25T01:39:16,-62.420123,Cook Islands,-44.9610855,Dorothyhaven,1828191,b3:02:b2:25:5d:02,Leach-Gray,Asia/Hebron
srv-81.hawkins.com,Haitian,1972-05-24T08:32:42,67.068927,New Caledonia,71.113515,Lynnehaven,728857,d8:95:47:a9:38:73,Ward Group,Asia/Bishkek
lt-38.patel.net,Hausa,2003-07-21T23:53:30,-110.817684,Poland,-52.7908935,Carrchester,7482392,28:d7:b3:77:c4:3b,"Nicholls, Ward and Hicks",America/St_Kitts
laptop-79.palmer.biz,"Sotho, Southern",1995-09-13T09:15:33,-91.669576,Tuvalu,-9.842263,Macdonaldport,489559,da:82:b8:ee:98:2d,"Reeves, French and O'Connor",America/Antigua
web-76.smith-pritchard.co.uk,Tajik,1970-01-13T11:09:52,-36.078441,Tokelau,-23.8421825,East Phillipfurt,61,96:e0:c8:c5:ef:ba,"Moore, Brown and Gray",Africa/Ceuta
web-17.vaughan-james.info,Chamorro,1989-06-17T02:18:40,127.039583,Samoa,41.725449,South Harry,99721720,24:7a:c7:96:97:09,Burns-Miah,Europe/Amsterdam
email-33.williams.com,Japanese,1972-04-17T08:19:05,139.781292,Nauru,53.3447855,Sheilachester,47355472,2c:40:27:c9:a2:22,"King, Graham and Murphy",Indian/Antananarivo
db-35.hawkins.com,Swedish,1989-02-11T03:57:31,-13.554512,Iran,15.7513135,Dianaburgh,7727942,34:0f:54:27:26:0b,Gregory-Shah,Asia/Saigon
email-29.clark.com,Latin,1994-03-01T11:27:02,-24.485992,Guatemala,-8.5644735,Turnerton,66898662,d8:7a:43:c9:ec:87,"Holmes, Richardson and Oliver",Africa/Conakry
laptop-10.ahmed-davies.biz,Ossetian,2016-06-16T05:50:19,-46.683811,Andorra,-34.463153,New Dianeland,5,85:20:53:59:f0:7b,Connolly and Sons,Africa/Ndjamena
desktop-85.kirk.org,Kazakh,2006-05-17T10:49:13,-137.268527,Saint Helena,11.973475,Townsendstad,953,6b:a2:17:8b:7a:68,Vaughan-Mason,Africa/Asmera
desktop-78.cartwright-marshall.com,Uighur,1970-02-20T19:20:15,93.237976,Angola,63.508741,Damienview,88,32:c3:15:7c:41:cb,Frost-Bailey,America/Caracas
web-57.barber.com,Corsican,2018-04-13T05:35:14,174.412878,French Southern Territories,-56.9524745,New Valeriestad,626,3f:38:d2:fa:76:c9,Stone Ltd,Indian/Comoro
laptop-43.brown.net,Cornish,1989-01-10T20:54:43,-97.572165,Turkmenistan,63.670287,South Lynda,130,bf:82:6c:fc:e3:c8,Watts-Dickinson,Africa/Libreville
lt-43.bishop-williamson.com,Czech,2020-11-23T10:18:09,-42.610236,Benin,-14.9472715,Maxfort,493624,d2:f9:89:42:a9:69,Davis and Sons,America/Lima
desktop-05.parry.info,Ukrainian,1975-11-26T00:54:33,-102.079741,Lebanon,24.200014,Georgemouth,957,a9:4c:e6:90:81:3c,Harrison and Sons,Africa/Douala
lt-91.wright.info,Tibetan,2015-06-17T20:32:46,-59.295237,Chad,-26.094126,Aimeeshire,0,a6:b6:4d:53:99:a0,Davies-Murray,Asia/Vientiane
lt-11.ryan.com,Welsh,2017-04-20T05:40:13,14.181662,Luxembourg,-37.147782,South Leslie,774,55:cb:27:58:9a:1a,"Robinson, Jackson and Stevenson",Europe/Amsterdam
laptop-83.wright-dunn.info,Bashkir,1973-07-12T23:53:47,-83.315565,Iraq,72.4025725,East Wendy,2164316,7f:3f:12:ed:d7:a8,"Hussain, Begum and Wood",Europe/Bucharest
srv-12.robson.org,Corsican,1971-04-20T18:38:54,105.780732,Sri Lanka,0.7114345,Jacquelinemouth,17628,2b:09:5d:b9:08:c5,Holt-Fox,Africa/Bujumbura
srv-83.white-morgan.com,Yiddish,2008-04-06T02:05:17,25.696037,Philippines,-7.799435,West Joan,4958,4e:9d:d7:b1:ec:42,"Harris, Smith and Williams",Africa/Abidjan
web-56.walker.net,Ganda,1980-09-11T20:33:52,25.554596,Trinidad and Tobago,72.4751245,Geoffreychester,588576,82:88:7b:9d:a8:b9,Powell and Sons,Asia/Hebron
email-68.williams.com,French,2021-11-30T05:12:32,-124.640615,Montenegro,15.521159,Bevanside,7,04:06:7f:55:62:82,"Mitchell, Porter and Richards",Australia/Lord_Howe
laptop-86.moore-begum.co.uk,Kongo,1988-06-24T15:07:24,21.442426,Eritrea,-55.496987,Fullerville,23239803,08:2a:b2:7f:c4:b7,"Nash, Smith and Jackson",Europe/Helsinki
desktop-29.carr-lyons.com,Bulgarian,1970-02-11T23:43:42,-13.537208,Barbados,-22.497131,Taylorburgh,6,f3:a9:59:7f:45:f4,Cooper PLC,America/Costa_Rica
lt-07.carr.net,Bihari languages,1975-10-03T16:03:58,-139.704650,Heard Island and McDonald Islands,32.0098285,Carolburgh,78012421,87:62:41:86:13:b8,Davies-Gordon,Asia/Brunei
db-78.matthews.com,Sichuan Yi,2009-01-01T21:35:11,-89.264283,Saint Kitts and Nevis,-46.1552745,North Samport,851145524,1a:05:86:b4:51:cc,Johnson-Richardson,Africa/Windhoek
db-28.davies.com,Chamorro,2016-04-17T01:18:16,-101.571232,Russian Federation,48.631833,Catherineville,46249,77:e8:a5:cf:0c:63,Lamb PLC,Asia/Karachi
desktop-30.cooper.net,Kikuyu,1988-10-31T15:16:58,-71.916125,United States Minor Outlying Islands,-30.250805,South Josh,5566,f2:17:4b:c5:73:12,Hayward Inc,Europe/Brussels
lt-24.norris-forster.com,Romansh,2005-12-13T07:38:44,141.299630,United Arab Emirates,32.472924,North Hazelhaven,74107,26:27:9a:ba:b4:70,Edwards-Allan,Europe/Moscow
laptop-43.fox.org,Quechua,1997-10-03T14:25:39,-105.264667,Indonesia,-18.206552,Kerryville,7327,1e:42:85:cf:96:2c,Phillips-George,Asia/Phnom_Penh
srv-40.cook-collins.info,Urdu,1993-07-14T00:02:00,80.381196,Madagascar,-22.9385105,Harrietview,90161834,5f:3a:e1:5f:70:24,Bird PLC,Asia/Amman
desktop-09.williams-miah.com,Cornish,2008-03-22T04:02:31,13.289595,Aruba,-15.1695085,Port Caroline,64091,ef:c4:b7:c8:94:cb,"Cook, Holmes and Wilson",Africa/Nouakchott
srv-65.ford-bell.biz,Ukrainian,1986-09-11T18:54:46,-122.895471,El Salvador,-13.349290,Lake Benjaminville,19484849,87:07:ec:a9:72:f7,Singh-Gough,Africa/Bujumbura
web-89.collins-walker.com,Bambara,2016-03-16T10:38:54,36.541304,Afghanistan,-87.4488385,Caroleton,749,6a:81:71:6f:88:53,"Elliott, Harrison and Newman",Europe/Stockholm
email-49.smith.com,Rundi,1993-10-03T13:58:08,-35.287165,United States Virgin Islands,-63.728411,East Charlene,46314166,a8:00:69:b1:39:5a,"Hall, Knight and Hunter",Europe/Brussels
lt-61.hutchinson.co.uk,Aragonese,1972-08-16T04:52:57,-56.385228,Spain,36.976557,North Bernard,230,29:ef:88:40:96:0d,Gilbert-Bradley,America/Eirunepe
desktop-38.black.info,Hebrew,2003-02-05T00:26:53,92.567791,United States of America,-12.519415,Barbershire,2415,7e:2d:70:32:bc:d5,"Smith, Williams and Wright",Pacific/Majuro
srv-09.poole.co.uk,Azerbaijani,1986-02-11T05:43:04,-19.189942,Puerto Rico,58.8023525,Hancockfort,61,9b:92:6d:0d:95:fc,"McDonald, Armstrong and Jones",Asia/Kabul
laptop-38.griffin.com,Slovak,2008-11-02T16:45:02,-89.510012,Ethiopia,-53.024440,Vaughantown,115187,df:82:da:81:12:f5,Bradley-Lloyd,Africa/Banjul
email-10.martin.co.uk,Polish,2020-02-16T07:19:55,3.075247,Bosnia and Herzegovina,0.4263145,Portershire,87450,a4:91:f9:19:e6:61,Edwards and Sons,America/Paramaribo
laptop-68.andrews.info,Rundi,1984-12-16T02:34:13,156.774081,Cape Verde,69.672639,Chelseaton,16,21:57:83:37:1a:e0,Richards-O'Connor,Asia/Amman
email-13.giles.info,Lingala,2017-12-29T05:13:29,-162.781957,North Macedonia,35.300487,Clairemouth,8028377,5b:50:31:41:c3:c7,Watson-Harris,America/Havana
email-33.bradshaw.com,Russian,2019-03-18T03:42:33,-175.518087,Slovenia,-77.132488,Wilsonton,87491,9e:f3:f6:d7:58:24,Barrett Ltd,Africa/Ouagadougou
lt-53.hooper.info,Aragonese,1983-09-24T22:19:57,130.897894,Korea,-4.962885,South Leslieview,3575,20:79:89:55:00:a7,Jones Group,Africa/Sao_Tome
db-16.goddard.com,Galician,1999-06-19T10:59:09,119.899107,Brazil,-15.085640,South Gerardmouth,1,d7:77:26:05:ec:ec,Fox-North,America/St_Lucia
desktop-63.miles-heath.org,Icelandic,1987-02-28T22:36:50,-74.999637,Sri Lanka,69.960157,Christineberg,480,60:52:a7:14:0c:0d,"Butler, Chamberlain and Newton",Asia/Tashkent
srv-51.burke.com,Italian,2008-10-30T16:28:40,-135.230831,Montserrat,-4.5388005,Matthewsview,96991374,a0:a2:2b:b6:ea:9c,Ellis-Wyatt,Asia/Yerevan
db-62.barker-lamb.org,Norwegian Nynorsk,1991-04-27T22:03:28,46.401324,Barbados,44.392449,Hallburgh,921492941,aa:3b:f6:9e:cf:9c,Taylor and Sons,Africa/Johannesburg
web-46.williams-jones.com,Spanish,2016-02-27T22:15:04,117.111968,Japan,86.670840,North Wayne,76557032,b6:03:d6:49:ab:9f,Jones-Myers,Africa/Luanda
srv-54.williams.com,Western Frisian,2010-07-17T16:35:31,44.567503,Netherlands Antilles,86.3976615,Sarahmouth,256260,43:8d:6d:b2:05:ea,"Faulkner, Evans and Boyle",Pacific/Kiritimati
laptop-52.hunt.org,"Sotho, Southern",2015-08-31T18:12:12,79.177942,Western Sahara,-68.778355,West Mathewport,4567,18:03:da:50:0c:de,"Kent, Jones and Mahmood",Europe/Amsterdam
srv-12.edwards.biz,Ukrainian,1979-04-17T14:35:44,-136.571233,Greece,-45.1424375,Campbellmouth,4101088,0d:0b:9b:8d:68:4b,Booth Ltd,Africa/Lusaka
desktop-22.marsh.net,Ndonga,1998-08-22T01:34:17,-143.887390,Western Sahara,-78.1873705,Lake Leonardhaven,828787918,16:2b:d8:91:e3:9e,Long Group,Africa/Lome
db-59.taylor-taylor.co.uk,Catalan,1997-04-19T09:07:56,-123.714926,Jersey,2.029136,East Rogertown,5403,4e:5c:31:da:42:e6,"Ball, Chapman and Rhodes",Africa/Tripoli
srv-33.ahmed.org,Spanish,2017-09-12T06:35:27,-51.851606,Isle of Man,64.3199815,Lake Molly,4101884,8c:ad:21:08:00:42,Bowen-Nixon,Asia/Bishkek
laptop-74.khan.biz,Ndonga,1993-09-09T20:52:33,-138.702975,Niger,-40.3332635,New Trevor,6436636,cb:f8:ad:01:9f:31,Foster Group,Pacific/Apia
db-96.sharp.biz,Slovak,2022-01-18T10:01:01,42.147285,Panama,-26.2936315,Dannyborough,309,76:b1:67:04:d1:58,"Kaur, Smith and Elliott",Asia/Rangoon
srv-80.davies-anderson.com,Chamorro,1971-06-13T19:46:41,72.532712,Swaziland,31.1741355,Melanieborough,989367109,5e:10:c8:34:60:87,Barnes-Williams,Africa/Douala
email-32.gregory.com,Interlingue,1971-05-07T09:14:37,70.088534,Cambodia,-69.7515205,North Gareth,51,85:49:03:75:6f:13,Stewart-Bailey,Africa/Mbabane
db-77.scott.info,Norwegian Nynorsk,1972-01-02T16:06:34,-165.645120,Costa Rica,44.964080,Jasonstad,35583775,21:0d:52:8a:ab:99,"Clark, McLean and Smart",Asia/Seoul
laptop-22.richards.org,Tigrinya,1973-12-29T17:09:26,62.906289,Sweden,-89.839370,West Glen,4,95:c8:b2:0f:75:2e,Harrison Group,Asia/Rangoon
laptop-91.jones.org,Avestan,1978-12-27T11:58:42,-111.338850,Reunion,-73.252249,Kirbymouth,95480,06:76:1e:70:ee:13,"Sutton, Hall and Watson",America/Paramaribo
laptop-65.green-jordan.com,French,1991-06-24T12:10:17,-41.117611,Uruguay,-27.1002575,New Patriciafurt,455,34:1b:2e:54:63:ec,"Coates, Harding and Rice",Africa/Addis_Ababa
web-77.jones.info,Abkhazian,2005-08-28T19:40:42,86.216769,Cayman Islands,-89.2129605,West Martynhaven,84852,29:9c:b0:87:91:3a,Jackson Group,Asia/Seoul
desktop-26.johnson-hughes.com,Russian,1976-12-20T19:50:39,-168.002987,Togo,82.064058,Geraldinemouth,725711,b4:a1:38:ea:b0:56,Parker Inc,Africa/Ndjamena
web-13.webster-green.info,"Sotho, Southern",1997-08-22T01:09:26,56.070620,Benin,84.6734175,North Mohammad,27235489,10:0e:d0:c7:fc:27,Dean and Sons,Europe/Zurich
laptop-40.edwards.com,Tigrinya,1983-06-18T10:33:31,-33.289441,Jordan,-73.5708895,Blakeview,624276,aa:1a:c0:f5:b8:c9,Cole-Patel,Africa/Brazzaville
lt-44.lyons-mills.com,Gujarati,2017-05-19T04:36:07,65.060316,Cote d'Ivoire,-80.796727,Smithmouth,301207,ea:34:63:de:9a:ec,Allen Ltd,Asia/Rangoon
email-35.taylor.com,Romansh,1990-03-31T10:15:14,147.380485,Russian Federation,35.629575,Christianhaven,90874,78:8d:d8:80:11:ef,West-Abbott,America/St_Kitts
web-95.noble-smith.com,South Ndebele,1988-02-21T13:33:55,78.022008,Burundi,-54.781878,East Hollieview,2,92:de:81:c5:ee:c1,"Lowe, Jones and Lane",Europe/Belgrade
desktop-83.marshall-knight.info,Maori,2002-11-23T09:12:22,163.580848,Italy,-1.9320095,North Leanneborough,6532654,ed:8f:e7:42:a4:d3,"Hughes, Andrews and James",Africa/Brazzaville
email-80.cox.com,Nauru,2002-04-26T00:34:23,5.012550,Isle of Man,13.5273265,Port Jenna,4,41:36:5d:a1:bb:06,"Holmes, Reed and Fisher",Africa/Malabo
desktop-47.humphreys.com,Tahitian,1976-02-28T21:42:15,158.870153,Korea,-66.4882465,South Thomasberg,223,82:05:f3:61:ba:17,Holden Group,Africa/Libreville
desktop-37.davies-charlton.com,Bihari languages,2018-09-10T03:19:39,48.499307,Guadeloupe,-66.3255135,Spencerchester,693086206,6d:b3:8f:4e:a5:20,"Baker, Owen and Barker",Europe/Sarajevo
laptop-22.shaw.com,Divehi,1993-11-21T21:45:09,118.118276,Peru,55.4808125,Richardtown,374,14:20:1b:49:08:a7,"Banks, James and Jones",Asia/Qyzylorda
email-48.hayward-dean.org,Lao,1994-03-18T02:22:00,-28.925354,Guadeloupe,8.8210215,West Patriciachester,273,cb:a4:80:d0:03:58,Brown-Dodd,Africa/Harare
db-88.higgins.info,Xhosa,1990-05-16T16:05:57,164.504305,Andorra,49.926311,West Kayleigh,4,c6:31:33:ef:74:d4,Cook-Taylor,Africa/Lagos
lt-22.dean.co.uk,Tigrinya,1981-10-26T04:57:38,-171.795638,French Southern Territories,81.1902165,Marcburgh,628037345,78:a6:8b:d5:cd:d7,"Wallace, Walters and Bell",Asia/Dhaka
laptop-24.berry.info,Marathi,1979-12-18T17:53:46,-161.981857,Saint Lucia,-85.2805755,Stevensonshire,5,31:d3:b0:06:81:6e,Dawson PLC,Europe/Dublin
desktop-23.singh.com,Tajik,1972-02-15T15:43:57,-87.418493,Northern Mariana Islands,-35.2998805,Lake Rogerfort,9161,a9:ea:44:bb:5f:fa,"Holt, Robertson and Alexander",Africa/Windhoek
laptop-97.edwards.com,Pushto,2014-11-14T04:28:12,11.327916,Cameroon,-87.710219,Daviesmouth,23740,af:f3:0c:19:9c:5b,Preston PLC,Europe/Vilnius
laptop-30.curtis-perry.com,Chinese,1973-10-21T10:32:25,-52.316581,Cape Verde,54.6724105,Port Jasminefurt,6,37:3a:40:dc:7f:bb,Barton Inc,Africa/Freetown
laptop-07.price.net,Inupiaq,2005-05-04T07:14:13,174.864126,Aruba,-53.467840,Edwardsfurt,13397387,85:5c:ea:fb:9b:37,Saunders-Ward,America/Lima
srv-53.jones-law.info,Fulah,1983-07-05T18:39:38,132.233182,Estonia,24.755807,Mandyland,97,48:ad:73:48:64:e8,Brown-Patel,Europe/Vaduz
laptop-47.richardson.com,Vietnamese,2017-11-01T14:07:16,-24.243216,Serbia,22.0946035,Port Heatherberg,2,7b:cc:ff:fc:65:eb,Carter-McCarthy,Pacific/Fiji
lt-99.clarke-harvey.biz,Komi,2005-05-10T15:13:57,-22.028974,Syrian Arab Republic,-14.349631,East Joanne,82378788,7e:76:0e:df:a8:92,Myers and Sons,Africa/Douala
email-70.reeves-sullivan.com,Estonian,1984-03-12T11:58:50,-86.990030,Norway,-24.367568,Katemouth,636,b1:07:4d:1f:f9:74,Morgan and Sons,Indian/Mahe
web-80.harris.info,Bihari languages,1990-03-23T14:24:17,18.071600,Antigua and Barbuda,-76.685316,Port Lesleyfort,7,73:e7:d6:3e:a7:42,"Simmons, Burgess and Holden",Pacific/Nauru
srv-67.bryant-clarke.org,Malagasy,1999-07-09T23:31:53,-49.189895,Estonia,80.410949,Bradleyfort,6,e5:f8:57:a8:7c:e2,"Wilson, Francis and Lewis",America/Guayaquil
srv-25.davies.info,Ojibwa,2010-10-10T02:51:02,149.610791,Bahamas,-56.745538,Lake Shane,2,b3:4d:e4:31:b0:c8,Murray LLC,Africa/Ndjamena
email-60.palmer-price.com,Norwegian Nynorsk,2001-10-01T05:48:19,155.495090,Bahamas,89.0176075,South Cameronview,27,01:9f:5a:d8:6e:af,John-Harris,Asia/Shanghai
desktop-63.evans.com,Chechen,2020-02-14T09:50:36,-59.309993,Pitcairn Islands,2.020151,Barnesberg,155,48:cd:53:50:07:9c,Robinson-White,Pacific/Port_Moresby
laptop-49.sharp-johnston.info,Interlingua,1990-08-22T13:14:38,-33.407972,Czech Republic,51.9860755,Baileystad,95227177,b3:3e:f2:ff:de:40,Marshall-Baker,Asia/Baghdad
lt-87.tucker.net,Bislama,1971-07-30T18:09:38,61.707682,Cuba,81.234487,Phillipborough,944,d6:46:8d:ae:fe:62,"Hart, Brown and Jarvis",Africa/Dar_es_Salaam
lt-56.dixon-gough.biz,Kirghiz,2018-02-21T21:22:24,-169.125092,Somalia,-68.9363395,Lucybury,65,ce:0a:f1:a7:6b:6a,Harding-Barry,Asia/Damascus
web-75.cooper.com,Western Frisian,1985-04-20T07:42:33,-131.371984,Japan,42.768806,Rogerton,3,d9:e4:91:0a:80:43,"Ali, Bates and Jones",America/Managua
web-25.turner-harrison.com,Interlingue,2005-01-25T08:56:46,-125.375362,Gibraltar,65.6258925,Lewisshire,415711,88:83:d3:a3:2c:27,"Moss, Wilson and Fletcher",Africa/Mogadishu
srv-29.hopkins-begum.info,Dutch,1970-06-10T13:48:26,-91.913833,Rwanda,-51.608669,Emmafurt,600,b1:f1:db:a1:88:a7,"Bradshaw, Williams and Begum",Asia/Muscat
srv-63.howard-roberts.com,Rundi,2003-08-21T04:21:40,79.023344,Georgia,4.6158955,Lake Brian,29,6c:26:82:fa:8d:1c,Jackson Ltd,Asia/Hebron
laptop-58.cross.com,Tswana,2022-08-25T07:16:53,95.723754,Marshall Islands,9.6978495,Davisonton,449,88:4f:80:1e:66:c2,"Jones, Smart and McCarthy",Europe/Paris
email-37.archer-stewart.com,Luba-Katanga,1977-12-30T16:36:21,-38.813909,Cote d'Ivoire,53.441998,Bakertown,3017494,f5:0c:66:34:22:36,Blackburn LLC,Europe/Podgorica
srv-83.moore-allen.biz,Chechen,2013-10-19T08:32:16,145.617565,Oman,-19.1105605,Reynoldsburgh,5992,c5:66:7d:42:c3:3b,Gibbs and Sons,America/Montevideo
srv-88.young-thompson.com,Haitian,2001-06-15T11:14:51,21.588600,Lao People's Democratic Republic,8.6989135,Josephshire,3,22:3f:d8:ed:14:2a,"Dixon, Brown and Brown",Asia/Muscat
db-28.evans.com,Yoruba,1976-01-19T20:19:13,-108.244996,Samoa,76.561915,Harveyton,83772,b4:72:2d:bb:fc:68,Brown-Cooke,Europe/Andorra
lt-57.bentley.com,Bosnian,1979-10-15T08:01:37,-41.232930,North Macedonia,-82.2881215,Port Russelltown,276,a7:82:88:a2:94:d3,McCarthy-Price,Asia/Pyongyang
email-17.hewitt.com,Latvian,1979-07-11T23:02:12,-144.816237,Germany,83.7348455,Michaelland,364,36:2a:f4:92:ae:af,"Clark, Allen and Murray",America/Managua
laptop-52.rogers.org,German,1980-04-25T22:32:24,-110.241349,Malta,-16.8031845,Lloydmouth,453,a9:c8:1f:52:98:36,"Wade, Law and Atkinson",Africa/Nairobi
desktop-13.simpson.com,Sango,1999-06-03T07:04:33,-174.219259,Cape Verde,61.4585315,Irenemouth,2,25:fb:a9:34:07:02,"Clarke, Chambers and Gibbons",Africa/Casablanca
desktop-40.harrison.co.uk,Yiddish,1976-01-22T11:27:26,19.887560,Cambodia,-43.6903975,Lake Linda,887,4a:9f:04:25:4b:22,Richards Inc,Pacific/Apia
db-62.wilkinson.com,Cornish,2005-10-12T18:14:04,159.790586,Hungary,8.711646,West Colinmouth,38309290,f2:4b:cd:63:1c:63,Bell LLC,Europe/Vaduz
lt-48.rose.com,Romansh,1999-11-19T04:03:58,-50.163878,Switzerland,2.497614,New Sean,7453,30:d6:39:7a:f6:04,"Jones, Robinson and Taylor",America/Santiago
db-05.howe-lees.com,Twi,2016-02-27T18:10:28,-26.677852,Lesotho,-53.098768,Leonardhaven,353850965,4b:c8:18:ae:74:82,Turner-Black,Asia/Kashgar
db-61.jones.com,Ukrainian,2011-09-03T12:46:32,98.612974,Malaysia,59.519340,East Denis,9089309,f1:7e:aa:45:4f:ad,Taylor Ltd,Asia/Dili
srv-97.barlow.com,Turkish,2018-03-21T23:54:31,-173.572929,Lithuania,-89.0153895,Suttonmouth,6330774,fd:e3:08:7d:6c:5c,Hill Group,Africa/Bamako
web-36.foster.com,Igbo,2006-06-10T09:49:50,142.441170,Spain,76.340316,East Damian,67033902,ce:97:8b:02:da:25,"Simpson, Burke and Barber",Africa/Blantyre
laptop-00.davis.com,Welsh,1987-05-11T01:32:55,107.544733,Timor-Leste,82.7305755,South Gary,93072,a4:e0:4a:81:9f:23,Wells-Howells,Africa/Lome
desktop-81.roberts.co.uk,South Ndebele,2004-02-27T05:33:14,95.403520,Sweden,52.6826545,Kellyburgh,212931,0d:f9:c0:6c:95:6e,"Watkins, Mitchell and Cole",Asia/Dhaka
db-60.collins.com,Romanian,1980-10-19T22:19:53,128.713241,Kyrgyz Republic,57.143057,New Luke,961054,0b:ad:e2:b6:dc:0a,Patel Group,Africa/Bissau
web-86.roberts-nelson.com,Church Slavic,1975-12-11T22:32:52,164.900368,Germany,77.1213865,Port Kimberleyport,5,a8:95:3a:66:4f:ca,Kelly-Hamilton,Africa/Banjul
db-42.rees-thompson.com,Latin,2021-02-14T00:10:06,-152.033784,Monaco,-0.864125,Amberburgh,3442,f5:96:ba:ef:a9:02,"Watson, Smith and White",Europe/Amsterdam
lt-65.baker-brown.org,Slovak,1995-06-27T04:47:46,132.961159,Swaziland,-78.692713,Jasonton,8656,e6:fe:d9:db:c1:82,Morley-Watson,Europe/Vatican
laptop-07.robinson-pearson.com,Avaric,2017-04-21T01:14:48,-118.954361,Iran,29.3450805,Evansburgh,75172,97:2c:3a:0d:72:f7,Gallagher-Stevenson,America/Guatemala
desktop-66.ball.co.uk,Lingala,2003-10-21T15:25:46,-31.647212,Latvia,-28.093417,Timothyberg,52368183,0d:73:11:2d:1b:15,Owens-Smith,Europe/Minsk
web-59.barber.org,North Ndebele,2015-07-30T14:55:29,-165.622407,Azerbaijan,23.020946,Iantown,880731546,4e:22:a9:d7:ff:af,Blake Inc,Asia/Amman
db-35.newman-harris.net,Sango,1988-09-08T19:02:33,-157.677638,South Africa,2.9861745,Port Graham,923,bb:a7:ac:1f:3c:ea,Kent-Collins,Asia/Kashgar
desktop-58.green.com,Zhuang,2021-01-04T20:08:30,-59.181575,New Caledonia,31.366499,Batesshire,36,4b:1f:ee:3b:ec:ad,Parker-Cook,Africa/Accra
lt-70.lawrence.com,Guarani,2018-03-31T18:41:24,-39.552148,Czech Republic,35.2763285,North Normanbury,9866110,16:89:8f:0e:10:c3,Warren-Reynolds,Europe/Sofia
lt-10.webb.com,Sango,1971-02-21T04:30:41,-101.138762,Russian Federation,-60.6919815,Rachelbury,2599093,77:fb:6e:aa:44:5d,"Anderson, Phillips and Donnelly",Africa/Conakry
lt-49.giles.com,Burmese,2018-01-26T12:38:44,94.032134,Falkland Islands (Malvinas),43.583675,Schofieldton,3,f4:cc:b4:5e:40:35,"Kelly, Lucas and Moss",Africa/Lagos
