random_number,language_name,iso8601,country,language_code,longitude,company,bank_country,latitude
0,Nepali,2018-02-23T07:57:13,Kazakhstan,gv,117.407154,Schaub-Aebi,CH,-27.7760805
24,Hiri Motu,2009-11-30T22:15:10,France,nn,-153.037817,"Zbinden, Wehrli and Friedli",CH,38.624657
23906,Greek,1992-09-01T03:02:54,Mauritius,ht,-71.941533,Käser-Gross,CH,47.668321
8847,Central Khmer,1985-09-24T14:34:11,Mexico,ak,-107.609963,Roos-Maier,CH,72.4969165
20942770,Norwegian,1975-10-23T15:30:20,Democratic Republic of the Congo,fy,58.793958,Kaiser PLC,CH,7.740565
84538,Portuguese,1996-11-22T08:43:04,Federated States of Micronesia,hi,9.234752,"Fuchs, Maurer and Maier",CH,-0.659730
32,Basque,2022-02-27T20:59:06,Peru,sw,-167.309150,Kaufmann-Bianchi,CH,64.2526845
2933959,South Ndebele,1992-05-07T23:21:54,Estonia,mt,-39.348360,Tobler Inc,CH,-5.982453
24925,English,1998-08-14T10:27:16,Togo,sl,70.761246,Hess-Koch,CH,81.699515
35,Maori,1971-09-11T01:51:50,Central African Republic,iu,-98.602118,Christen-Haas,CH,59.311078
202,Nepali,1983-01-21T15:12:03,Brunei Darussalam,or,-176.846705,Hotz Ltd,CH,-53.2922435
2,Romanian,2007-06-05T10:03:22,Brazil,so,-40.803572,Iten PLC,CH,52.084071
58485208,Malayalam,1972-03-27T15:22:02,SÃ£o TomÃ© and PrÃ­ncipe,lb,-145.459386,"Wegmann, Hunziker and Müller",CH,44.124599
9385,Ojibwa,1985-12-14T05:13:55,Rwanda,ber,94.288319,"Käser, Graf and Wirz",CH,-87.626386
969595301,Herero,2015-11-07T09:27:44,Indonesia,fr,-117.927736,Hermann-Jost,CH,65.6274735
214776879,Panjabi,2005-07-01T23:32:16,Belgium,ko,152.754621,Rey-Seiler,CH,-77.0304335
351,Chamorro,1979-09-23T14:29:02,Chile,gez,-15.940093,Scheidegger Inc,CH,64.697815
9011781,Javanese,1976-08-01T14:56:20,Slovenia,kok,-163.135055,Frick Group,CH,58.293240
647406,Japanese,1985-02-21T10:30:46,Libya,ja,-98.275617,"Mäder, Fuchs and Isler",CH,-56.2722185
728429478,Navajo,1970-06-15T07:22:54,Belarus,fy,30.645616,Gasser Ltd,CH,79.6208245
2808687,Venda,1994-03-21T14:33:41,Ukraine,fil,-135.490159,Käser Inc,CH,6.571939
592169720,Tibetan,2012-07-21T11:27:14,People's Republic of China,ml,33.629215,Thommen-Ackermann,CH,0.533625
36,Chichewa,2001-07-11T03:16:30,Kazakhstan,vi,-132.716441,Steinmann-Mäder,CH,-42.0503585
402,Bislama,2017-04-16T06:26:23,Tajikistan,tr,104.090356,"Schumacher, Eugster and Bianchi",CH,58.705116
6,Assamese,2004-05-01T22:25:04,Jordan,doi,29.674834,"Steinmann, Zingg and Bachmann",CH,-83.8030095
7812859,Gujarati,1992-12-06T01:06:49,Slovenia,gu,11.070517,Stocker-Zimmermann,CH,36.9404075
1894510,Croatian,2009-05-18T14:22:59,Trinidad and Tobago,cv,154.986792,"Bader, Wegmann and Lüscher",CH,-68.2578395
97837126,Kalaallisut,2004-06-16T09:51:23,Eritrea,kok,1.990801,Gerber Group,CH,50.8310395
467612,Armenian,1977-03-18T22:38:29,Barbados,mni,89.286507,"Meili, Bachmann and Betschart",CH,33.2556045
19,Lao,1972-02-26T15:14:54,Venezuela,nhn,100.875072,Betschart-Hunziker,CH,-65.072510
888,Western Frisian,1995-04-30T15:08:06,Fiji,kok,-35.512476,Hasler-Mettler,CH,-50.518097
656,Romanian,2017-10-21T16:25:45,Saint Lucia,ig,-152.930067,Hofmann and Sons,CH,-28.9044475
18440,Ojibwa,2007-11-06T18:05:07,Brunei Darussalam,tcy,70.896855,Wagner-Furrer,CH,59.2574195
642613207,Kazakh,2022-08-14T23:26:23,SÃ£o TomÃ© and PrÃ­ncipe,the,-71.553284,Baumann-Ritter,CH,83.525573
32421,Occitan,1973-02-19T02:20:38,Estonia,fil,116.415813,Jenni-Hotz,CH,-84.2966685
579013,Georgian,1979-05-03T18:58:08,Sierra Leone,crh,-169.807996,Wüthrich-Sigrist,CH,-19.707964
968,Interlingue,1991-02-21T04:53:47,Tonga,ha,136.011157,"Sutter, Furrer and Wyss",CH,-67.733993
6804,Tswana,2001-10-17T00:18:37,North Korea,es,116.969305,Stettler PLC,CH,-11.343005
74095103,Ukrainian,2021-09-02T21:42:40,United Kingdom,hsb,145.297926,"Jäggi, Walter and Favre",CH,-9.8218095
10535699,Tibetan,2011-05-14T14:24:03,Saint Vincent and the Grenadines,nan,-42.501099,Gut-Maurer,CH,79.2129355
7,Slovenian,1973-11-13T15:15:30,Bhutan,niu,23.120666,Wolf-Favre,CH,-64.1995545
3,Danish,1993-09-11T06:51:31,Cyprus,or,70.789296,"Roos, Felder and Schwab",CH,4.0725115
328863,Tajik,1974-08-07T22:53:02,Bhutan,cy,-108.622309,Benz PLC,CH,-84.277288
646097,Macedonian,2012-10-17T21:41:22,Bangladesh,lo,177.109411,"Ferrari, Egger and Gfeller",CH,80.372785
31806364,Bulgarian,2004-02-09T06:19:14,Liberia,ro,-33.161844,Schnyder-Hofstetter,CH,72.6478385
27360,Herero,2020-02-03T10:42:03,United Kingdom,mi,141.312478,Pfister-Kuhn,CH,-83.034587
10,Fijian,1995-05-29T09:31:25,Zimbabwe,st,30.405409,Braun and Sons,CH,-66.9846105
4,Manx,2018-03-31T01:23:53,Zimbabwe,sc,157.302487,Albrecht LLC,CH,21.2601315
0,Tsonga,2019-11-05T13:05:00,SÃ£o TomÃ© and PrÃ­ncipe,apn,82.416254,Jenni-Erni,CH,-36.805441
71824796,Luba-Katanga,2013-06-06T01:21:01,The Gambia,kn,-133.322380,Gloor LLC,CH,27.828356
97616275,Tamil,1991-04-16T06:05:33,Botswana,fy,55.508289,Häfliger PLC,CH,6.4388395
88250695,Bashkir,2016-01-29T03:17:58,Fiji,ia,-17.664765,"Leunberger, Mayer and Wirth",CH,37.6545045
6155908,Tatar,1982-03-21T04:56:26,India,bo,12.485592,Winkler Group,CH,56.667025
39454,Tsonga,2012-10-19T23:39:38,India,ku,-0.166026,Lutz Inc,CH,-43.934893
50890,Akan,1986-02-20T09:05:35,Bahamas,sv,-92.821742,Hürlimann-Blaser,CH,27.845972
8847,Galician,2015-07-06T07:18:38,Estonia,lt,173.775147,Sutter Ltd,CH,34.2053925
17160561,Luba-Katanga,1986-11-26T16:31:00,Ethiopia,tg,-60.007460,Isler and Sons,CH,10.5476785
19,Sango,2013-10-02T10:51:33,East Timor,dz,95.519796,Bühlmann Ltd,CH,-84.9771825
5170106,Slovak,2020-05-29T20:19:37,Guatemala,an,86.179357,Mayer Group,CH,-55.230782
29819492,Korean,1988-11-05T22:38:20,Kiribati,os,23.989510,Zingg LLC,CH,-51.456548
218690933,Shona,2012-02-11T06:45:25,People's Republic of China,bem,-53.846628,"Stöckli, Jenni and Spörri",CH,28.705785
2436393,Lao,2016-06-26T09:32:00,United States,ku,-135.203143,Haas-Schuler,CH,-61.348247
93490396,Turkish,1977-08-22T03:37:56,Rwanda,tn,68.435669,Portmann Group,CH,-25.2676845
503178456,Belarusian,1999-05-15T21:59:21,CÃ´te d'Ivoire,ha,-142.380596,"Tanner, Schoch and Meyer",CH,21.379809
460,Swedish,1990-04-14T10:10:08,Republic of Ireland,kok,4.433808,"Peter, Stutz and Mäder",CH,63.6220445
3601,Manx,2009-01-22T07:12:36,Belize,ug,69.105139,Berger-Bianchi,CH,-55.8908945
5847684,Ukrainian,1974-07-26T23:42:25,Taiwan,ti,14.053599,Zehnder Inc,CH,-48.1623255
11517,Kuanyama,1981-12-15T07:16:48,Sri Lanka,wa,144.115210,"Stucki, Hug and Albrecht",CH,28.485045
97415,Breton,2023-02-12T23:25:45,India,tt,-172.687565,Felder-Schnyder,CH,-1.8030625
8065,Gaelic,1985-05-27T12:59:10,Malawi,ss,68.076439,Kaiser-Leunberger,CH,-2.9503305
2350004,Corsican,1989-11-20T01:05:10,Cyprus,bn,-125.154184,Hafner Inc,CH,20.8187935
547,Walloon,1989-01-04T23:45:04,Mexico,csb,178.083895,Geiger-Lüscher,CH,-0.070910
606565619,Hindi,2007-05-08T07:22:35,Montenegro,fa,-121.421144,"Stadelmann, Roos and Ott",CH,-30.7926025
6631111,Tatar,2008-06-03T20:36:18,Benin,ro,22.581318,Hafner-Frei,CH,-59.972273
921777770,Chichewa,2022-05-21T17:41:16,Guatemala,fi,75.549386,"Bolliger, Hess and Rey",CH,69.3292725
7,Yiddish,2001-07-24T04:31:55,Egypt,si,-8.708815,"Wirz, Schnyder and Eichenberger",CH,-50.3733195
4727,Kazakh,1983-06-25T23:10:56,Luxembourg,yue,-132.022111,Weber-Müller,CH,35.6844795
2834,Sundanese,1984-05-09T04:31:45,Nauru,ber,-150.843702,Bolliger-Felder,CH,57.0498715
9856,Samoan,1989-07-09T14:44:50,Bahrain,iu,84.660373,"Knecht, Zbinden and Siegrist",CH,31.222098
42139,Danish,1979-08-21T14:25:46,Madagascar,doi,100.306033,"Eugster, Imhof and Seiler",CH,-19.717907
609916,Assamese,1987-03-09T02:30:56,Russia,mr,146.089957,"Forster, Baumgartner and Schoch",CH,-81.660988
6142845,Inuktitut,2001-02-23T17:15:22,Saint Lucia,fa,47.349438,"Blum, Häfliger and Gut",CH,7.864404
6309,Maltese,1982-09-13T02:36:10,Paraguay,mni,58.375568,Steffen and Sons,CH,54.2167805
404483,Bulgarian,2012-08-10T16:57:44,Moldova,or,14.208426,Beck LLC,CH,22.171991
452,Quechua,1974-09-06T10:54:13,Tunisia,kn,116.040476,"Erni, Gross and Fehr",CH,45.912035
54217786,Bengali,1970-12-20T16:42:39,Somalia,sat,-1.352693,Winkler and Sons,CH,19.818343
93258,Amharic,1974-03-02T18:21:06,Botswana,dv,91.149608,Wüthrich-Gut,CH,65.9924825
298739472,Inupiaq,1974-10-15T18:32:53,Denmark,se,146.827128,Schärer-Berger,CH,9.9494375
439814,Mongolian,1986-09-16T23:49:38,Indonesia,fr,69.340297,Wehrli and Sons,CH,75.6765375
3847,Mongolian,1971-10-13T02:26:55,People's Republic of China,ts,46.572184,Schwarz-Fankhauser,CH,-30.047720
1,Kurdish,2010-03-29T13:01:14,Palestine,ha,19.235492,"Eugster, Fischer and Fehr",CH,-89.9106025
288329,Danish,2004-09-01T23:43:05,Rwanda,kok,80.680330,Mayer-Vogt,CH,4.7572245
957,French,1982-09-15T17:25:15,Bahrain,gu,33.231735,Walter Ltd,CH,81.1418895
43,Western Frisian,2015-08-23T07:28:00,Myanmar,as,174.222174,Iten-Stutz,CH,6.152285
93,Herero,1995-08-09T09:43:07,Jamaica,tg,-87.885396,"Hess, Sigrist and Schürch",CH,-81.147779
171,Tamil,2000-07-17T00:49:44,Cyprus,iw,-47.712747,Wirz Ltd,CH,-86.5388815
895168651,Urdu,2006-05-29T02:23:51,United Arab Emirates,af,93.872750,"Schärer, Winkler and Steiger",CH,48.104049
8,Afrikaans,2018-09-27T18:06:28,Iran,kok,-17.439440,Zehnder Ltd,CH,12.6650525
8039076,Kashmiri,2005-08-20T22:48:55,Seychelles,bn,-176.960129,"Schnyder, Stalder and Stucki",CH,-75.0709695
1409568,Inuktitut,1983-02-27T14:26:03,Belgium,ur,-82.228827,"Hofmann, Blaser and Schlatter",CH,-17.5280415
54139,Ewe,2000-10-11T11:03:33,Kenya,ga,4.890692,Weibel and Sons,CH,65.4961745
7592787,Venda,1989-12-13T18:29:04,Panama,bhb,153.363120,"Imhof, Bär and Pfister",CH,-65.0767925
16,Turkmen,2007-07-01T11:51:38,Montenegro,fy,-121.554716,Graf-Kägi,CH,-0.766994
2,Inuktitut,2014-01-01T03:37:37,South Korea,nr,-68.989422,"Graf, Flückiger and Lang",CH,25.2392385
926904939,Armenian,1974-07-22T12:28:01,Honduras,oc,-128.980482,Lüthi-Mayer,CH,33.4487755
12077,Tatar,1978-10-25T00:51:15,Spain,szl,44.605947,"Senn, Ackermann and Giger",CH,65.437825
703876283,Zulu,1995-04-27T14:23:41,Afghanistan,cmn,84.753161,Schär-Seiler,CH,85.437449
729179,Burmese,2020-09-10T12:19:02,Kingdom of the Netherlands,nn,-89.206497,"Zehnder, Burri and Sutter",CH,-47.770888
6424,Assamese,2003-07-26T07:36:12,Ghana,cv,-22.732914,"Hartmann, Hess and Bucher",CH,33.4871675
542,Church Slavic,1983-08-09T06:58:47,CÃ´te d'Ivoire,bho,18.318702,"Hasler, Hasler and Kern",CH,-55.3427265
5,Rundi,2014-01-05T20:43:53,Slovakia,bo,-61.439949,Hauser-Gasser,CH,-48.4437075
84961540,Portuguese,1986-05-28T14:31:06,Vatican City,id,-29.055025,"Ammann, Stalder and Knecht",CH,-84.544966
28,Danish,2001-07-28T00:06:26,Belarus,be,-20.752011,"Amrein, Tanner and Fankhauser",CH,19.4657395
105,Tswana,2003-12-10T08:41:54,Nicaragua,yue,-6.122831,Widmer LLC,CH,-88.608663
3,Malagasy,2023-05-10T05:16:01,Finland,bn,167.190013,Bernasconi Inc,CH,-59.7807535
82313966,Samoan,1991-11-13T08:22:01,Palestine,nl,-114.592095,Gasser-Meili,CH,-28.031505
360278,Japanese,1982-01-18T20:27:00,Dominican Republic,bhb,58.282365,"Favre, Bühlmann and Christen",CH,28.194297
84,Croatian,2012-02-01T05:56:43,Bahrain,cs,-152.682080,"Hasler, Hauser and Imhof",CH,-48.4295835
531558,Corsican,2015-02-27T14:52:14,Yemen,ff,-41.701432,Graf-Meier,CH,-81.074096
25251,Sundanese,1998-01-10T08:32:21,Barbados,sl,57.615580,"Schoch, Jäggi and Zingg",CH,-2.9563405
9170379,Aragonese,1971-01-16T05:03:26,Spain,se,-43.199524,Hodel-Blum,CH,60.926846
5250990,Sichuan Yi,1976-07-09T14:38:44,Cyprus,pa,141.653732,Steffen PLC,CH,18.525827
2078894,Somali,2016-08-01T18:12:31,Tajikistan,kok,46.401606,Kunz and Sons,CH,-69.351992
5080,Quechua,1970-10-07T03:12:44,Indonesia,hi,79.392048,Ferrari-Kohler,CH,16.030261
2807321,Yiddish,1970-04-05T02:55:01,Rwanda,ff,120.903246,Suter-Mayer,CH,-52.623658
243816986,Irish,1974-05-17T20:23:04,CÃ´te d'Ivoire,ia,-25.939516,"Knecht, Meister and Blum",CH,54.832573
536861776,Hebrew,2010-01-17T23:08:11,Solomon Islands,lb,27.442489,"Küng, Zürcher and Ackermann",CH,-80.9120575
0,Aragonese,2012-06-08T23:43:16,Nepal,tig,166.338485,Berger-Lüthi,CH,84.6879775
8561,Tonga,1980-06-07T21:14:02,Pakistan,it,-33.234606,"Kohler, Stauffer and Imhof",CH,71.284246
56454,Breton,1982-05-30T21:10:06,Saint Vincent and the Grenadines,sk,1.850331,Gfeller-Staub,CH,-67.933419
9782,Xhosa,1981-03-06T00:59:29,Iran,hy,45.975203,"Schmidt, Gloor and Hess",CH,-2.5650525
8013,Russian,1976-03-03T11:52:55,Syria,li,158.729869,"Hartmann, Brun and Ackermann",CH,25.5782975
5,Northern Sami,1974-04-28T06:07:46,Nigeria,tk,-18.537020,"Fehr, Stöckli and Winkler",CH,-33.6379165
66950,Latvian,2023-04-20T01:35:34,Singapore,se,-97.928080,Jäggi-Stettler,CH,31.2013745
7,Fijian,2005-11-26T19:52:13,Cambodia,af,-163.570157,Wenger-Hauser,CH,-42.530736
10802043,Maori,2003-06-15T01:05:40,Eritrea,bs,-72.547293,Hofstetter Ltd,CH,4.939506
52175011,Walloon,1971-05-01T00:09:32,Honduras,gl,-93.231159,"Brunner, Braun and Bianchi",CH,80.1954425
42,Ossetian,1983-06-06T21:33:21,Argentina,mr,133.974864,Favre-Schmidt,CH,8.8524535
71,Ojibwa,2000-06-03T23:53:34,Sri Lanka,hu,5.168156,Lustenberger Group,CH,22.0025155
4205180,Croatian,2004-05-03T05:54:56,Saint Lucia,li,-80.158960,Kälin Group,CH,79.531277
97660,Northern Sami,2007-02-08T02:34:44,El Salvador,te,-3.265403,Wüthrich and Sons,CH,-19.5604975
318895602,Igbo,2003-10-19T18:23:43,Uruguay,pl,91.283151,"Brunner, Martin and Bättig",CH,85.4052975
3648,Wolof,2016-02-23T12:40:35,Antigua and Barbuda,id,-128.277967,Studer PLC,CH,-35.704045
782,Quechua,2005-06-06T11:03:40,Guatemala,tk,-140.864311,Lehmann-Schmidt,CH,-31.528070
89026,Danish,1991-09-05T14:18:40,Taiwan,nso,-12.149715,Schoch-Sidler,CH,-26.8787485
590912425,Hindi,2007-09-08T00:56:24,Liechtenstein,kl,-108.827855,Knecht and Sons,CH,-14.0943675
722446,Tamil,2002-04-02T09:44:02,The Gambia,yo,77.845024,"Schnyder, Marti and Jäggi",CH,49.3669745
865203399,Quechua,1985-03-21T11:35:55,South Korea,unm,41.454518,Sidler-Staub,CH,-33.563629
1,Limburgan,1984-01-17T14:52:59,Seychelles,nb,170.510911,Suter-Staub,CH,27.4425715
955,Bulgarian,2014-05-14T04:48:24,Nepal,ms,-137.397217,Erni Ltd,CH,-33.6123685
5871225,Sanskrit,2000-11-15T06:11:56,Barbados,cy,-36.234138,Knecht Inc,CH,-5.141372
78316399,Latvian,2008-02-21T07:46:26,Somalia,tig,61.512498,Gloor-Spörri,CH,10.458159
984952027,German,1972-07-17T19:43:12,Tuvalu,shs,-111.876052,"Felder, Kaiser and Wagner",CH,82.8161865
20,Bambara,2005-05-06T23:03:43,Pakistan,ku,-86.975805,"Knecht, Wüthrich and Meyer",CH,-61.091469
30319,Korean,1975-11-26T10:04:30,France,pa,-90.692445,"Schär, Aebi and Roos",CH,-9.0204835
755507295,Sardinian,1973-12-20T15:50:13,Peru,fr,-125.528836,Favre Group,CH,-73.1483135
66500,Lithuanian,1976-03-13T13:49:18,Togo,be,109.650668,Vogel LLC,CH,-18.339131
733,Oromo,1989-08-28T23:01:50,Australia,nl,-109.395704,Zehnder-Christen,CH,-74.4449865
5087179,Sanskrit,1988-12-12T16:47:13,Swaziland,ks,167.275465,"Schneider, Hunziker and Kaiser",CH,-31.3935275
81091541,Aragonese,2005-06-04T10:30:08,Bulgaria,kl,112.599458,"Isler, Schwarz and Spörri",CH,52.6564935
403441,Kuanyama,2011-03-06T11:02:47,Chad,gez,94.377924,Blaser-Christen,CH,19.1106775
583995934,Polish,1974-02-14T10:50:01,Czech Republic,hu,-178.736833,"Lutz, Vogel and Meister",CH,-46.2310245
522375398,Luxembourgish,2000-04-14T21:03:49,Guinea,da,37.908939,Betschart Inc,CH,0.0361285
2,Kannada,1989-12-07T20:00:47,Cape Verde,eu,70.793900,Hug-Forster,CH,37.4953495
68336,Tatar,2000-07-21T17:39:08,Bulgaria,ta,12.791719,Christen-Wagner,CH,26.385311
31,Bulgarian,2003-05-29T03:42:42,Eritrea,nn,-168.936323,Egger-Weibel,CH,20.972942
42033564,Russian,1989-04-12T22:54:43,Sudan,af,-29.350861,"Kälin, Gerber and Steiger",CH,-57.7195615
7,Hausa,2019-08-21T06:10:14,Central African Republic,pl,160.392457,Bernasconi Group,CH,-55.2225525
866,Divehi,2008-06-22T09:40:07,Guatemala,mni,152.429214,Schmid Inc,CH,-82.611143
4,Indonesian,2003-07-23T01:44:13,Ghana,ha,-171.984784,Schwab-Scherrer,CH,-13.8599305
43,Sardinian,1993-06-29T06:43:14,Central African Republic,ia,-25.536200,Bieri-Kohler,CH,-54.243150
9759780,Zulu,2020-11-02T06:07:55,Guatemala,se,-156.992905,Baur and Sons,CH,-10.546644
197,Limburgan,2022-12-21T14:40:04,Georgia,brx,85.624891,Gerber-Hoffmann,CH,-31.566139
1447909,Swedish,1984-01-02T03:33:31,South Korea,hi,67.484801,Wolf and Sons,CH,48.0429435
703983,Ukrainian,1986-09-23T20:39:01,Bahamas,bo,-7.989358,"Hürlimann, Schwab and Moser",CH,32.8862125
677949,Tibetan,2009-05-19T20:07:17,Barbados,pt,-154.262659,Hunziker Group,CH,-12.937765
34591,Welsh,2020-08-19T12:12:34,Cyprus,mn,-128.201669,"Ackermann, Bühler and Peter",CH,-89.846158
84243402,Dutch,2002-07-28T13:57:01,Bosnia and Herzegovina,nhn,-108.501054,Fankhauser-Iten,CH,27.3632325
9025,Thai,2021-10-13T01:15:09,Honduras,fi,-167.027500,"Maier, Gut and Hofer",CH,12.8702645
889,Zhuang,1971-09-30T01:14:01,Spain,ak,60.983768,Jäggi PLC,CH,9.1963065
32,German,2011-03-14T02:31:45,New Zealand,ast,38.958557,Zimmermann-Sutter,CH,44.625340
1,Panjabi,1991-11-28T11:12:24,SÃ£o TomÃ© and PrÃ­ncipe,gd,-113.087610,Christen-Kessler,CH,-15.445290
861,Igbo,2007-05-08T19:36:47,India,gez,59.965712,Ferrari and Sons,CH,-31.5601655
1636208,Spanish,2001-11-20T00:53:56,Saudi Arabia,ayc,154.088894,Felder-Frick,CH,70.997755
26,Malay,2012-06-10T22:46:20,Equatorial Guinea,szl,-19.573621,Hofmann PLC,CH,-5.168124
22,Sindhi,1990-09-08T10:35:27,Equatorial Guinea,he,-153.502251,Hug-Beck,CH,-84.801092
4234,Portuguese,1993-02-11T11:37:11,Georgia,or,96.489992,"Knecht, Hofmann and Maier",CH,-18.044606
43,Turkish,2018-08-18T08:55:03,Bahrain,fy,75.821795,Jost Group,CH,-75.563325
916,Albanian,1978-10-05T00:08:20,Moldova,kl,-5.904231,"Blaser, Rüegg and Merz",CH,-34.2501905
9,Marathi,1990-10-17T05:57:10,South Africa,sc,-116.265832,Erni and Sons,CH,79.756883
8568322,Inupiaq,1982-06-11T06:12:35,Myanmar,yi,77.166869,"Schaub, Hess and Kohler",CH,43.633138
75710,Divehi,1979-06-21T09:05:57,CÃ´te d'Ivoire,it,167.608369,"Aebi, Favre and Zbinden",CH,-9.1466235
201,Romanian,1999-03-02T12:40:59,Tanzania,hsb,54.497590,"Meister, Fuchs and Mayer",CH,18.924675
195044782,Azerbaijani,1982-02-19T22:23:59,Hungary,yue,136.854561,Küng PLC,CH,64.744434
75372,Chinese,1982-04-30T09:56:08,Bulgaria,rw,130.725436,"Felber, Hartmann and Hug",CH,13.4384335
6991,Avaric,1986-03-08T19:23:05,Thailand,hi,-87.934021,"Bolliger, Baumgartner and Hunziker",CH,0.2184835
9,Russian,2013-10-03T16:15:00,Indonesia,ik,-48.475213,"Kälin, Walter and Hauser",CH,-57.7408235
562522,Irish,2010-05-01T05:36:15,Panama,lij,96.297196,"Pfister, Koch and Kessler",CH,-77.3241985
111490,Sinhala,1991-11-06T15:48:00,Bolivia,ml,-42.335935,Leu Group,CH,66.0253475
14,Interlingue,1993-06-05T11:05:48,Madagascar,ber,-80.765845,"Zimmermann, Graf and Roth",CH,57.1711825
1613256,Croatian,1986-12-15T15:14:02,Lesotho,ro,-129.329430,"Walter, Stutz and Favre",CH,18.882376
5,Thai,2012-08-20T02:15:28,Japan,az,-1.522019,"Eugster, Schoch and Weber",CH,-86.007004
895889,Rundi,1994-12-16T20:42:46,Rwanda,kw,21.424185,Bättig Group,CH,24.166404
4481,Tajik,1994-01-08T01:34:57,Lebanon,lg,-10.350321,Schaller-Schneider,CH,55.4309545
5304492,Ukrainian,1991-02-28T09:03:31,Algeria,wae,142.830008,Bucher-Wirz,CH,-86.802789
9613822,Catalan,2008-02-19T13:28:44,Central African Republic,raj,-125.313026,"Näf, Mayer and Schumacher",CH,67.377731
822552,Persian,1998-06-14T05:03:47,Tunisia,sq,142.542586,Moser Inc,CH,-27.423729
618007243,Gujarati,2009-04-24T17:53:40,Nepal,az,-168.786070,Schaller PLC,CH,-36.7441965
5,Central Khmer,1996-06-04T11:10:56,Saint Vincent and the Grenadines,gv,67.555815,"Brunner, Stocker and Meyer",CH,43.2120305
874,Finnish,1995-11-22T14:21:15,Iran,sat,100.827879,Bär-Bucher,CH,26.5470065
38,Interlingue,1972-10-11T12:32:46,Vanuatu,rw,21.207202,Jäggi LLC,CH,-73.096811
98,Spanish,2009-09-23T18:29:43,Benin,wo,-142.162761,Schumacher PLC,CH,9.686244
4876,Japanese,1999-12-26T18:43:41,Eritrea,as,12.813800,Lüthi-Baumann,CH,78.096432
57,Spanish,2019-10-21T16:49:16,Belize,sk,-4.282440,Egli-Bucher,CH,4.3452255
2221,Chinese,1983-07-31T18:51:10,Tuvalu,ru,-160.103664,Lüscher-Bättig,CH,-71.674306
